pos_rank,file,time
1,1834.txt,0 days 00:00:01.016094000
145,2224.txt,0 days 00:00:00.848123000
11,2036.txt,0 days 00:00:00.907497000
1,1927.txt,0 days 00:00:00.784057000
27,1873.txt,0 days 00:00:01.048882000
1,1883.txt,0 days 00:00:01.186322000
7,1634.txt,0 days 00:00:00.849963000
1,1941.txt,0 days 00:00:00.706122000
1,1591.txt,0 days 00:00:00.772793000
196,1972.txt,0 days 00:00:01.135796000
1,1625.txt,0 days 00:00:00.699349000
1,1758.txt,0 days 00:00:00.710444000
1,1670.txt,0 days 00:00:00.608172000
1,1839.txt,0 days 00:00:00.933864000
1,1624.txt,0 days 00:00:00.956728000
1,1603.txt,0 days 00:00:01.036707000
1,1600.txt,0 days 00:00:00.603750000
1,1963.txt,0 days 00:00:00.861821000
1,1986.txt,0 days 00:00:00.729221000
8,1654.txt,0 days 00:00:00.524678000
241,2250.txt,0 days 00:00:01.188043000
1,1791.txt,0 days 00:00:00.517399000
1,1592.txt,0 days 00:00:00.714139000
1,2093.txt,0 days 00:00:00.962848000
1,1831.txt,0 days 00:00:00.798602000
1,1531.txt,0 days 00:00:00.763398000
1,2226.txt,0 days 00:00:00.850207000
185,2041.txt,0 days 00:00:00.648742000
1,1966.txt,0 days 00:00:00.800728000
1,1595.txt,0 days 00:00:00.584542000
1,1717.txt,0 days 00:00:01.202403000
1,2076.txt,0 days 00:00:01.412035000
159,1580.txt,0 days 00:00:00.527698000
1,1551.txt,0 days 00:00:01.272429000
1,1866.txt,0 days 00:00:00.906760000
1,2035.txt,0 days 00:00:00.675839000
1,1840.txt,0 days 00:00:00.737427000
1,1785.txt,0 days 00:00:00.299175000
1,2157.txt,0 days 00:00:00.993360000
1,2082.txt,0 days 00:00:00.829157000
1,1843.txt,0 days 00:00:00.395252000
-1,2045.txt,0 days 00:00:00.360991000
1,1988.txt,0 days 00:00:00.865137000
345,1611.txt,0 days 00:00:01.141078000
1,2207.txt,0 days 00:00:00.690792000
1,1506.txt,0 days 00:00:00.434758000
1,1890.txt,0 days 00:00:00.865019000
2,1513.txt,0 days 00:00:00.857350000
1,2186.txt,0 days 00:00:00.847913000
1,1867.txt,0 days 00:00:00.645625000
7,1709.txt,0 days 00:00:01.076665000
161,1575.txt,0 days 00:00:00.502272000
1,2154.txt,0 days 00:00:01.274364000
9,2055.txt,0 days 00:00:00.481439000
1,1837.txt,0 days 00:00:01.035215000
1,1701.txt,0 days 00:00:00.953063000
1,1797.txt,0 days 00:00:00.677641000
1,1584.txt,0 days 00:00:00.715257000
1,2115.txt,0 days 00:00:00.675606000
1,1946.txt,0 days 00:00:00.689110000
1,2156.txt,0 days 00:00:00.882497000
1,1833.txt,0 days 00:00:00.882821000
182,1536.txt,0 days 00:00:00.946883000
50,1968.txt,0 days 00:00:00.906384000
2,1535.txt,0 days 00:00:00.692647000
304,1692.txt,0 days 00:00:00.880164000
321,1619.txt,0 days 00:00:01.035613000
1,1796.txt,0 days 00:00:00.843502000
1,2131.txt,0 days 00:00:00.974545000
20,1637.txt,0 days 00:00:00.565673000
1,1504.txt,0 days 00:00:01.010802000
9,1583.txt,0 days 00:00:00.862554000
33,1755.txt,0 days 00:00:00.839815000
1,1628.txt,0 days 00:00:00.856802000
18,1708.txt,0 days 00:00:01.176650000
1,1711.txt,0 days 00:00:01.234098000
1,1590.txt,0 days 00:00:00.357375000
178,2195.txt,0 days 00:00:00.498660000
264,1700.txt,0 days 00:00:00.693692000
270,1762.txt,0 days 00:00:01.203207000
402,2043.txt,0 days 00:00:00.782998000
1,2021.txt,0 days 00:00:01.006245000
239,2080.txt,0 days 00:00:00.882774000
20,2230.txt,0 days 00:00:00.829351000
48,2075.txt,0 days 00:00:00.908586000
2,1932.txt,0 days 00:00:01.006590000
290,1514.txt,0 days 00:00:00.880136000
1,1714.txt,0 days 00:00:01.099484000
8,2089.txt,0 days 00:00:00.986909000
1,1977.txt,0 days 00:00:00.841351000
9,2048.txt,0 days 00:00:00.566645000
-1,1695.txt,0 days 00:00:00.732422000
1,1752.txt,0 days 00:00:00.899041000
98,1616.txt,0 days 00:00:01.060503000
1,2085.txt,0 days 00:00:00.745621000
6,1872.txt,0 days 00:00:01.014400000
1,2210.txt,0 days 00:00:00.543974000
18,1606.txt,0 days 00:00:00.704771000
1,1832.txt,0 days 00:00:00.990352000
186,1697.txt,0 days 00:00:00.732474000
1,2208.txt,0 days 00:00:00.493727000
1,2116.txt,0 days 00:00:00.667373000
3,1849.txt,0 days 00:00:00.427292000
79,1807.txt,0 days 00:00:00.532360000
17,2077.txt,0 days 00:00:01.202990000
-1,1635.txt,0 days 00:00:00.578810000
1,1937.txt,0 days 00:00:01.206694000
410,2042.txt,0 days 00:00:00.576361000
1,2032.txt,0 days 00:00:00.932971000
1,1861.txt,0 days 00:00:00.772972000
12,2050.txt,0 days 00:00:00.357668000
1,1876.txt,0 days 00:00:01.243215000
1,2159.txt,0 days 00:00:01.009091000
1,1865.txt,0 days 00:00:00.540947000
1,2182.txt,0 days 00:00:00.838661000
274,2047.txt,0 days 00:00:00.456242000
2,1809.txt,0 days 00:00:00.666329000
189,2247.txt,0 days 00:00:01.277794000
1,1870.txt,0 days 00:00:00.800021000
4,1971.txt,0 days 00:00:00.970892000
1,1699.txt,0 days 00:00:00.855063000
1,1922.txt,0 days 00:00:00.627063000
6,2167.txt,0 days 00:00:00.568339000
253,1720.txt,0 days 00:00:01.090199000
337,1802.txt,0 days 00:00:00.538577000
1,1888.txt,0 days 00:00:00.840299000
394,1961.txt,0 days 00:00:00.775757000
1,1503.txt,0 days 00:00:00.938692000
6,1587.txt,0 days 00:00:00.415378000
1,1577.txt,0 days 00:00:00.440346000
11,2066.txt,0 days 00:00:00.549833000
1,2073.txt,0 days 00:00:00.964012000
5,2132.txt,0 days 00:00:01.387600000
2,1655.txt,0 days 00:00:00.427083000
1,2160.txt,0 days 00:00:00.827864000
-1,1530.txt,0 days 00:00:00.510341000
3,1626.txt,0 days 00:00:01.067214000
1,1846.txt,0 days 00:00:00.738670000
2,1589.txt,0 days 00:00:00.510074000
2,1640.txt,0 days 00:00:00.624795000
1,1847.txt,0 days 00:00:00.472032000
1,2060.txt,0 days 00:00:00.359112000
1,2138.txt,0 days 00:00:01.295753000
1,2034.txt,0 days 00:00:00.750801000
1,1926.txt,0 days 00:00:00.642613000
1,1783.txt,0 days 00:00:00.744805000
1,2058.txt,0 days 00:00:00.416333000
1,1965.txt,0 days 00:00:00.415084000
1,2028.txt,0 days 00:00:00.922909000
1,1924.txt,0 days 00:00:00.815069000
23,1601.txt,0 days 00:00:00.827129000
1,2185.txt,0 days 00:00:00.513817000
65,1693.txt,0 days 00:00:00.855305000
1,1868.txt,0 days 00:00:00.664263000
8,2198.txt,0 days 00:00:00.957473000
5,2241.txt,0 days 00:00:00.920001000
1,2163.txt,0 days 00:00:00.433935000
3,2249.txt,0 days 00:00:01.201209000
1,1930.txt,0 days 00:00:00.829258000
1,1885.txt,0 days 00:00:00.959128000
-1,1770.txt,0 days 00:00:00.957469000
1,2071.txt,0 days 00:00:01.007590000
45,1874.txt,0 days 00:00:01.178179000
1,1554.txt,0 days 00:00:00.917287000
52,2072.txt,0 days 00:00:00.844201000
1,1652.txt,0 days 00:00:00.601968000
1,1669.txt,0 days 00:00:00.799844000
1,2069.txt,0 days 00:00:00.622507000
3,2152.txt,0 days 00:00:01.237165000
9,1768.txt,0 days 00:00:01.299685000
2,1713.txt,0 days 00:00:01.395204000
1,1593.txt,0 days 00:00:00.790736000
126,2161.txt,0 days 00:00:00.508960000
1,1793.txt,0 days 00:00:00.808752000
1,2118.txt,0 days 00:00:00.878836000
31,1766.txt,0 days 00:00:01.136539000
1,1781.txt,0 days 00:00:00.508512000
1,2162.txt,0 days 00:00:00.490730000
167,2074.txt,0 days 00:00:01.041727000
3,2196.txt,0 days 00:00:00.938967000
1,1864.txt,0 days 00:00:00.809688000
105,2164.txt,0 days 00:00:00.585895000
1,1540.txt,0 days 00:00:00.631134000
30,2140.txt,0 days 00:00:00.709783000
32,1632.txt,0 days 00:00:00.840739000
1,1532.txt,0 days 00:00:00.599328000
264,2062.txt,0 days 00:00:00.653720000
1,1982.txt,0 days 00:00:00.690955000
1,1863.txt,0 days 00:00:00.904507000
1,1877.txt,0 days 00:00:01.143229000
1,2111.txt,0 days 00:00:00.558536000
53,2203.txt,0 days 00:00:00.482371000
62,2168.txt,0 days 00:00:00.850669000
1,1658.txt,0 days 00:00:00.734282000
1,2133.txt,0 days 00:00:01.123971000
1,2044.txt,0 days 00:00:00.602243000
1,1662.txt,0 days 00:00:00.738346000
21,1934.txt,0 days 00:00:01.019998000
180,2228.txt,0 days 00:00:00.806264000
242,1528.txt,0 days 00:00:00.508376000
1,1790.txt,0 days 00:00:00.535823000
2,1555.txt,0 days 00:00:00.606678000
1,1539.txt,0 days 00:00:00.494219000
18,1871.txt,0 days 00:00:01.252790000
6,1801.txt,0 days 00:00:00.736661000
75,1576.txt,0 days 00:00:00.614390000
8,1759.txt,0 days 00:00:00.706525000
1,1511.txt,0 days 00:00:01.037797000
1,1512.txt,0 days 00:00:01.153239000
1,2053.txt,0 days 00:00:00.438331000
1,1836.txt,0 days 00:00:00.947123000
5,1537.txt,0 days 00:00:00.611216000
1,1869.txt,0 days 00:00:00.659463000
84,1806.txt,0 days 00:00:00.852655000
22,1558.txt,0 days 00:00:01.096952000
1,1663.txt,0 days 00:00:00.893795000
51,1527.txt,0 days 00:00:00.681522000
-1,1526.txt,0 days 00:00:01.099422000
104,1769.txt,0 days 00:00:01.326903000
17,2139.txt,0 days 00:00:01.086654000
1,2091.txt,0 days 00:00:00.814173000
1,2070.txt,0 days 00:00:00.440634000
1,2056.txt,0 days 00:00:00.715508000
38,1559.txt,0 days 00:00:00.769013000
1,2067.txt,0 days 00:00:00.679340000
1,1879.txt,0 days 00:00:01.015890000
1,1845.txt,0 days 00:00:00.381499000
48,1939.txt,0 days 00:00:01.238718000
10,2037.txt,0 days 00:00:00.695643000
86,1707.txt,0 days 00:00:01.125258000
10,1754.txt,0 days 00:00:01.001196000
1,1786.txt,0 days 00:00:00.765564000
15,1538.txt,0 days 00:00:00.729362000
1,1938.txt,0 days 00:00:01.308300000
1,1718.txt,0 days 00:00:01.402774000
1,1666.txt,0 days 00:00:00.940874000
1,1751.txt,0 days 00:00:00.824228000
1,1698.txt,0 days 00:00:00.674346000
106,2225.txt,0 days 00:00:00.787512000
3,1850.txt,0 days 00:00:00.449912000
1,1585.txt,0 days 00:00:00.566951000
4,1702.txt,0 days 00:00:00.954462000
1,1842.txt,0 days 00:00:00.533929000
62,2170.txt,0 days 00:00:00.522296000
1,1602.txt,0 days 00:00:00.806212000
1,1661.txt,0 days 00:00:00.932792000
1,2100.txt,0 days 00:00:01.064776000
1,1923.txt,0 days 00:00:00.942240000
1,1657.txt,0 days 00:00:00.623432000
8,1552.txt,0 days 00:00:01.001529000
1,1838.txt,0 days 00:00:00.956642000
4,1615.txt,0 days 00:00:00.756492000
1,1597.txt,0 days 00:00:00.554272000
