pos_rank,file,time
1,1834.txt,0 days 00:00:01.840496000
1,2224.txt,0 days 00:00:01.416092000
1,2036.txt,0 days 00:00:01.742536000
1,1927.txt,0 days 00:00:01.529536000
73,1873.txt,0 days 00:00:01.621442000
1,1883.txt,0 days 00:00:01.575271000
1,1634.txt,0 days 00:00:01.407202000
1,1941.txt,0 days 00:00:00.809588000
1,1591.txt,0 days 00:00:01.734505000
-1,1972.txt,0 days 00:00:01.861579000
63,1625.txt,0 days 00:00:00.228631000
1,1758.txt,0 days 00:00:00.487463000
1,1670.txt,0 days 00:00:00.884297000
1,1839.txt,0 days 00:00:01.693334000
1,1624.txt,0 days 00:00:01.015185000
1,1603.txt,0 days 00:00:01.732936000
1,1600.txt,0 days 00:00:01.277699000
1,1963.txt,0 days 00:00:00.923145000
1,1986.txt,0 days 00:00:01.381099000
1,1654.txt,0 days 00:00:01.075494000
-1,2250.txt,0 days 00:00:00.627645000
1,1791.txt,0 days 00:00:00.988377000
1,1592.txt,0 days 00:00:01.130340000
1,2093.txt,0 days 00:00:01.246772000
1,1831.txt,0 days 00:00:01.434638000
1,1531.txt,0 days 00:00:01.650425000
1,2226.txt,0 days 00:00:01.527125000
-1,2041.txt,0 days 00:00:00.996375000
1,1966.txt,0 days 00:00:01.334641000
1,1595.txt,0 days 00:00:01.155151000
1,1717.txt,0 days 00:00:01.477291000
1,2076.txt,0 days 00:00:03.273331000
-1,1580.txt,0 days 00:00:00.758032000
1,1551.txt,0 days 00:00:01.913919000
1,1866.txt,0 days 00:00:01.751602000
1,2035.txt,0 days 00:00:01.054723000
2,1840.txt,0 days 00:00:01.388244000
1,1785.txt,0 days 00:00:00.412936000
1,2157.txt,0 days 00:00:02.380393000
1,2082.txt,0 days 00:00:01.317743000
1,1843.txt,0 days 00:00:00.456373000
1,2045.txt,0 days 00:00:00.592443000
1,1988.txt,0 days 00:00:01.632843000
-1,1611.txt,0 days 00:00:00.943861000
1,2207.txt,0 days 00:00:01.231057000
1,1506.txt,0 days 00:00:00.535129000
1,1890.txt,0 days 00:00:01.508209000
18,1513.txt,0 days 00:00:01.392973000
1,2186.txt,0 days 00:00:01.636688000
1,1867.txt,0 days 00:00:01.056715000
-1,1709.txt,0 days 00:00:00.601532000
-1,1575.txt,0 days 00:00:00.542790000
1,2154.txt,0 days 00:00:01.993108000
1,2055.txt,0 days 00:00:00.647539000
1,1837.txt,0 days 00:00:01.948854000
1,1701.txt,0 days 00:00:01.612047000
1,1797.txt,0 days 00:00:00.623716000
1,1584.txt,0 days 00:00:01.111380000
1,2115.txt,0 days 00:00:01.397306000
1,1946.txt,0 days 00:00:01.097709000
1,2156.txt,0 days 00:00:01.987273000
1,1833.txt,0 days 00:00:01.447803000
147,1536.txt,0 days 00:00:01.765248000
4,1968.txt,0 days 00:00:01.245264000
1,1535.txt,0 days 00:00:00.737159000
-1,1692.txt,0 days 00:00:01.331103000
98,1619.txt,0 days 00:00:01.062023000
1,1796.txt,0 days 00:00:01.039568000
1,2131.txt,0 days 00:00:01.477738000
1,1637.txt,0 days 00:00:00.841814000
1,1504.txt,0 days 00:00:01.351304000
1,1583.txt,0 days 00:00:01.537531000
1,1755.txt,0 days 00:00:00.735642000
1,1628.txt,0 days 00:00:01.241575000
131,1708.txt,0 days 00:00:00.555487000
1,1711.txt,0 days 00:00:01.783515000
1,1590.txt,0 days 00:00:00.417225000
-1,2195.txt,0 days 00:00:00.442429000
137,1700.txt,0 days 00:00:00.965717000
226,1762.txt,0 days 00:00:00.929169000
-1,2043.txt,0 days 00:00:00.856112000
1,2021.txt,0 days 00:00:02.373166000
-1,2080.txt,0 days 00:00:01.661480000
-1,2230.txt,0 days 00:00:01.022917000
43,2075.txt,0 days 00:00:01.851113000
1,1932.txt,0 days 00:00:02.128085000
48,1514.txt,0 days 00:00:01.553720000
1,1714.txt,0 days 00:00:01.205907000
32,2089.txt,0 days 00:00:00.983881000
1,1977.txt,0 days 00:00:01.461141000
35,2048.txt,0 days 00:00:00.525281000
145,1695.txt,0 days 00:00:01.129337000
1,1752.txt,0 days 00:00:01.474090000
6,1616.txt,0 days 00:00:01.531167000
1,2085.txt,0 days 00:00:00.863002000
4,1872.txt,0 days 00:00:01.841791000
1,2210.txt,0 days 00:00:00.936451000
1,1606.txt,0 days 00:00:01.180864000
1,1832.txt,0 days 00:00:01.799710000
-1,1697.txt,0 days 00:00:01.168959000
1,2208.txt,0 days 00:00:00.996690000
1,2116.txt,0 days 00:00:01.329678000
33,1849.txt,0 days 00:00:00.589113000
101,1807.txt,0 days 00:00:00.395041000
1,2077.txt,0 days 00:00:02.965734000
-1,1635.txt,0 days 00:00:00.338848000
1,1937.txt,0 days 00:00:02.274499000
-1,2042.txt,0 days 00:00:00.751757000
1,2032.txt,0 days 00:00:01.756718000
1,1861.txt,0 days 00:00:01.362984000
6,2050.txt,0 days 00:00:00.289836000
1,1876.txt,0 days 00:00:02.918588000
1,2159.txt,0 days 00:00:01.713462000
1,1865.txt,0 days 00:00:00.960669000
1,2182.txt,0 days 00:00:01.096812000
31,2047.txt,0 days 00:00:00.347941000
2,1809.txt,0 days 00:00:00.608042000
3,2247.txt,0 days 00:00:01.112161000
1,1870.txt,0 days 00:00:01.523918000
1,1971.txt,0 days 00:00:01.880360000
1,1699.txt,0 days 00:00:01.275677000
1,1922.txt,0 days 00:00:01.266514000
2,2167.txt,0 days 00:00:00.598638000
-1,1720.txt,0 days 00:00:01.477975000
105,1802.txt,0 days 00:00:00.743636000
1,1888.txt,0 days 00:00:01.475124000
1,1961.txt,0 days 00:00:00.861294000
1,1503.txt,0 days 00:00:00.618249000
1,1587.txt,0 days 00:00:00.644032000
1,1577.txt,0 days 00:00:00.671513000
1,2066.txt,0 days 00:00:00.851897000
1,2073.txt,0 days 00:00:02.044901000
2,2132.txt,0 days 00:00:01.597235000
1,1655.txt,0 days 00:00:00.820692000
1,2160.txt,0 days 00:00:01.346493000
-1,1530.txt,0 days 00:00:00.882727000
2,1626.txt,0 days 00:00:01.871154000
1,1846.txt,0 days 00:00:01.447136000
1,1589.txt,0 days 00:00:00.799265000
1,1640.txt,0 days 00:00:00.522232000
1,1847.txt,0 days 00:00:00.364323000
1,2060.txt,0 days 00:00:00.494200000
1,2138.txt,0 days 00:00:01.400083000
1,2034.txt,0 days 00:00:01.550425000
1,1926.txt,0 days 00:00:01.305325000
1,1783.txt,0 days 00:00:01.154854000
1,2058.txt,0 days 00:00:00.849330000
2,1965.txt,0 days 00:00:00.776076000
1,2028.txt,0 days 00:00:01.799561000
1,1924.txt,0 days 00:00:01.630601000
4,1601.txt,0 days 00:00:01.559244000
1,2185.txt,0 days 00:00:00.893000000
148,1693.txt,0 days 00:00:01.636188000
1,1868.txt,0 days 00:00:01.310499000
1,2198.txt,0 days 00:00:00.491896000
