pos_rank,file,time
1,1834.txt,0 days 00:00:04.400437000
2,2224.txt,0 days 00:00:02.988082000
1,2036.txt,0 days 00:00:03.637474000
1,1927.txt,0 days 00:00:03.382029000
95,1873.txt,0 days 00:00:03.339065000
1,1883.txt,0 days 00:00:03.228212000
1,1634.txt,0 days 00:00:02.748513000
1,1941.txt,0 days 00:00:01.808363000
1,1591.txt,0 days 00:00:03.489582000
-1,1972.txt,0 days 00:00:03.611325000
1,1625.txt,0 days 00:00:01.700004000
1,1758.txt,0 days 00:00:01.023297000
1,1670.txt,0 days 00:00:01.768270000
1,1839.txt,0 days 00:00:04.016465000
1,1624.txt,0 days 00:00:03.268817000
1,1603.txt,0 days 00:00:03.365313000
1,1600.txt,0 days 00:00:02.556253000
1,1963.txt,0 days 00:00:01.852406000
1,1986.txt,0 days 00:00:02.728608000
1,1654.txt,0 days 00:00:02.188959000
113,2250.txt,0 days 00:00:02.867553000
1,1791.txt,0 days 00:00:01.939167000
1,1592.txt,0 days 00:00:02.283621000
1,2093.txt,0 days 00:00:02.820977000
1,1831.txt,0 days 00:00:03.410225000
1,1531.txt,0 days 00:00:03.305832000
1,2226.txt,0 days 00:00:03.088908000
-1,2041.txt,0 days 00:00:01.994751000
1,1966.txt,0 days 00:00:02.801118000
1,1595.txt,0 days 00:00:02.325228000
1,1717.txt,0 days 00:00:02.980898000
1,2076.txt,0 days 00:00:07.595864000
12,1580.txt,0 days 00:00:01.541613000
1,1551.txt,0 days 00:00:03.820770000
1,1866.txt,0 days 00:00:03.770491000
1,2035.txt,0 days 00:00:02.124445000
2,1840.txt,0 days 00:00:03.282672000
1,1785.txt,0 days 00:00:00.862765000
1,2157.txt,0 days 00:00:04.821726000
1,2082.txt,0 days 00:00:03.085044000
1,1843.txt,0 days 00:00:01.266178000
1,2045.txt,0 days 00:00:01.372658000
1,1988.txt,0 days 00:00:03.398307000
368,1611.txt,0 days 00:00:01.893257000
1,2207.txt,0 days 00:00:02.611535000
1,1506.txt,0 days 00:00:01.301610000
1,1890.txt,0 days 00:00:03.170073000
46,1513.txt,0 days 00:00:02.747962000
1,2186.txt,0 days 00:00:03.444338000
1,1867.txt,0 days 00:00:02.214203000
-1,1709.txt,0 days 00:00:01.165888000
-1,1575.txt,0 days 00:00:01.177031000
1,2154.txt,0 days 00:00:03.983983000
1,2055.txt,0 days 00:00:01.339594000
1,1837.txt,0 days 00:00:04.695574000
1,1701.txt,0 days 00:00:03.288252000
1,1797.txt,0 days 00:00:01.258312000
1,1584.txt,0 days 00:00:02.585630000
1,2115.txt,0 days 00:00:02.941674000
1,1946.txt,0 days 00:00:02.334992000
1,2156.txt,0 days 00:00:03.964530000
1,1833.txt,0 days 00:00:03.791444000
5,1536.txt,0 days 00:00:03.479211000
2,1968.txt,0 days 00:00:02.683342000
1,1535.txt,0 days 00:00:01.388113000
-1,1692.txt,0 days 00:00:02.862735000
-1,1619.txt,0 days 00:00:02.102307000
1,1796.txt,0 days 00:00:02.084749000
1,2131.txt,0 days 00:00:02.894481000
1,1637.txt,0 days 00:00:01.644257000
1,1504.txt,0 days 00:00:03.317311000
1,1583.txt,0 days 00:00:03.207794000
1,1755.txt,0 days 00:00:01.493228000
1,1628.txt,0 days 00:00:02.557667000
-1,1708.txt,0 days 00:00:01.146156000
1,1711.txt,0 days 00:00:04.137784000
1,1590.txt,0 days 00:00:00.979249000
51,2195.txt,0 days 00:00:01.327412000
113,1700.txt,0 days 00:00:01.964117000
-1,1762.txt,0 days 00:00:01.804345000
41,2043.txt,0 days 00:00:01.981125000
1,2021.txt,0 days 00:00:05.177383000
-1,2080.txt,0 days 00:00:03.358162000
47,2230.txt,0 days 00:00:02.455933000
21,2075.txt,0 days 00:00:03.915110000
1,1932.txt,0 days 00:00:04.252232000
40,1514.txt,0 days 00:00:03.279673000
1,1714.txt,0 days 00:00:02.372702000
2,2089.txt,0 days 00:00:02.714543000
1,1977.txt,0 days 00:00:02.845192000
20,2048.txt,0 days 00:00:01.295145000
-1,1695.txt,0 days 00:00:02.175396000
1,1752.txt,0 days 00:00:02.930344000
8,1616.txt,0 days 00:00:03.224306000
1,2085.txt,0 days 00:00:02.329608000
3,1872.txt,0 days 00:00:03.667265000
1,2210.txt,0 days 00:00:02.450374000
1,1606.txt,0 days 00:00:02.368712000
1,1832.txt,0 days 00:00:03.988153000
-1,1697.txt,0 days 00:00:02.283863000
1,2208.txt,0 days 00:00:02.166489000
1,2116.txt,0 days 00:00:02.872861000
2,1849.txt,0 days 00:00:01.431744000
-1,1807.txt,0 days 00:00:01.073107000
1,2077.txt,0 days 00:00:06.432733000
61,1635.txt,0 days 00:00:00.654926000
1,1937.txt,0 days 00:00:04.615930000
-1,2042.txt,0 days 00:00:01.693177000
1,2032.txt,0 days 00:00:03.741407000
1,1861.txt,0 days 00:00:02.816931000
1,2050.txt,0 days 00:00:00.567486000
1,1876.txt,0 days 00:00:06.097650000
1,2159.txt,0 days 00:00:03.412213000
1,1865.txt,0 days 00:00:02.027511000
1,2182.txt,0 days 00:00:02.332740000
-1,2047.txt,0 days 00:00:00.743354000
108,1809.txt,0 days 00:00:01.305983000
1,2247.txt,0 days 00:00:03.318573000
1,1870.txt,0 days 00:00:03.336814000
1,1971.txt,0 days 00:00:03.769157000
1,1699.txt,0 days 00:00:02.539460000
1,1922.txt,0 days 00:00:02.680850000
1,2167.txt,0 days 00:00:01.268516000
164,1720.txt,0 days 00:00:02.949270000
-1,1802.txt,0 days 00:00:01.462591000
1,1888.txt,0 days 00:00:02.923899000
3,1961.txt,0 days 00:00:01.796688000
1,1503.txt,0 days 00:00:01.633315000
2,1587.txt,0 days 00:00:01.296586000
1,1577.txt,0 days 00:00:01.275291000
1,2066.txt,0 days 00:00:01.793908000
1,2073.txt,0 days 00:00:04.179781000
3,2132.txt,0 days 00:00:04.012162000
1,1655.txt,0 days 00:00:01.665742000
1,2160.txt,0 days 00:00:02.642958000
-1,1530.txt,0 days 00:00:01.865203000
2,1626.txt,0 days 00:00:04.487874000
1,1846.txt,0 days 00:00:03.232337000
1,1589.txt,0 days 00:00:01.560685000
1,1640.txt,0 days 00:00:00.988900000
1,1847.txt,0 days 00:00:00.947132000
1,2060.txt,0 days 00:00:00.964971000
1,2138.txt,0 days 00:00:03.214556000
1,2034.txt,0 days 00:00:03.374150000
1,1926.txt,0 days 00:00:02.632679000
1,1783.txt,0 days 00:00:02.249471000
1,2058.txt,0 days 00:00:01.637847000
21,1965.txt,0 days 00:00:01.497042000
1,2028.txt,0 days 00:00:04.236067000
1,1924.txt,0 days 00:00:03.757719000
1,1601.txt,0 days 00:00:03.097691000
1,2185.txt,0 days 00:00:01.799994000
17,1693.txt,0 days 00:00:03.275784000
