pos_rank,file,time
1,1834.txt,0 days 00:00:00.391666000
55,2224.txt,0 days 00:00:00.290879000
1,2036.txt,0 days 00:00:00.358283000
1,1927.txt,0 days 00:00:00.311114000
132,1873.txt,0 days 00:00:00.326116000
1,1883.txt,0 days 00:00:00.349055000
1,1634.txt,0 days 00:00:00.275622000
1,1941.txt,0 days 00:00:00.186916000
1,1591.txt,0 days 00:00:00.392411000
-1,1972.txt,0 days 00:00:00.391744000
100,1625.txt,0 days 00:00:00.043311000
2,1758.txt,0 days 00:00:00.124313000
2,1670.txt,0 days 00:00:00.209275000
5,1839.txt,0 days 00:00:00.348503000
1,1624.txt,0 days 00:00:00.218571000
1,1603.txt,0 days 00:00:00.368230000
1,1600.txt,0 days 00:00:00.262545000
2,1963.txt,0 days 00:00:00.216164000
1,1986.txt,0 days 00:00:00.309600000
1,1654.txt,0 days 00:00:00.229937000
-1,2250.txt,0 days 00:00:00.137234000
1,1791.txt,0 days 00:00:00.225725000
1,1592.txt,0 days 00:00:00.241518000
1,2093.txt,0 days 00:00:00.242140000
1,1831.txt,0 days 00:00:00.338599000
1,1531.txt,0 days 00:00:00.342634000
1,2226.txt,0 days 00:00:00.324648000
184,2041.txt,0 days 00:00:00.191767000
1,1966.txt,0 days 00:00:00.285330000
1,1595.txt,0 days 00:00:00.236676000
1,1717.txt,0 days 00:00:00.308386000
1,2076.txt,0 days 00:00:00.598360000
92,1580.txt,0 days 00:00:00.161029000
1,1551.txt,0 days 00:00:00.401696000
1,1866.txt,0 days 00:00:00.385922000
1,2035.txt,0 days 00:00:00.213606000
27,1840.txt,0 days 00:00:00.327502000
1,1785.txt,0 days 00:00:00.091221000
1,2157.txt,0 days 00:00:00.476914000
1,2082.txt,0 days 00:00:00.251465000
1,1843.txt,0 days 00:00:00.091713000
17,2045.txt,0 days 00:00:00.132081000
1,1988.txt,0 days 00:00:00.334231000
207,1611.txt,0 days 00:00:00.207206000
1,2207.txt,0 days 00:00:00.273430000
1,1506.txt,0 days 00:00:00.126317000
1,1890.txt,0 days 00:00:00.314610000
-1,1513.txt,0 days 00:00:00.302705000
1,2186.txt,0 days 00:00:00.330335000
1,1867.txt,0 days 00:00:00.258228000
