pos_rank,file,time
1,1834.txt,0 days 00:00:00.464867000
1,2224.txt,0 days 00:00:00.240056000
8,2036.txt,0 days 00:00:00.415171000
1,1927.txt,0 days 00:00:00.491884000
-1,1873.txt,0 days 00:00:00.172811000
1,1883.txt,0 days 00:00:00.332997000
6,1634.txt,0 days 00:00:00.153101000
2,1941.txt,0 days 00:00:00.144686000
1,1591.txt,0 days 00:00:00.471614000
-1,1972.txt,0 days 00:00:00.346194000
42,1625.txt,0 days 00:00:00.063752000
1,1758.txt,0 days 00:00:00.062627000
1,1670.txt,0 days 00:00:00.137338000
1,1839.txt,0 days 00:00:00.455723000
1,1624.txt,0 days 00:00:00.220148000
1,1603.txt,0 days 00:00:00.298460000
1,1600.txt,0 days 00:00:00.268453000
33,1963.txt,0 days 00:00:00.108692000
1,1986.txt,0 days 00:00:00.383983000
1,1654.txt,0 days 00:00:00.252411000
-1,2250.txt,0 days 00:00:00.114419000
1,1791.txt,0 days 00:00:00.198645000
1,1592.txt,0 days 00:00:00.170782000
1,2093.txt,0 days 00:00:00.196646000
1,1831.txt,0 days 00:00:00.442605000
1,1531.txt,0 days 00:00:00.374693000
1,2226.txt,0 days 00:00:00.268072000
-1,2041.txt,0 days 00:00:00.130810000
1,1966.txt,0 days 00:00:00.153361000
1,1595.txt,0 days 00:00:00.277762000
1,1717.txt,0 days 00:00:00.250625000
13,2076.txt,0 days 00:00:00.610009000
256,1580.txt,0 days 00:00:00.046392000
1,1551.txt,0 days 00:00:00.472567000
1,1866.txt,0 days 00:00:00.471332000
14,2035.txt,0 days 00:00:00.131140000
153,1840.txt,0 days 00:00:00.400784000
1,1785.txt,0 days 00:00:00.093403000
1,2157.txt,0 days 00:00:00.472300000
2,2082.txt,0 days 00:00:00.180087000
1,1843.txt,0 days 00:00:00.049890000
-1,2045.txt,0 days 00:00:00.069671000
1,1988.txt,0 days 00:00:00.452398000
-1,1611.txt,0 days 00:00:00.077227000
1,2207.txt,0 days 00:00:00.388223000
1,1506.txt,0 days 00:00:00.076881000
1,1890.txt,0 days 00:00:00.294130000
114,1513.txt,0 days 00:00:00.237283000
1,2186.txt,0 days 00:00:00.358635000
1,1867.txt,0 days 00:00:00.350430000
-1,1709.txt,0 days 00:00:00.011988000
-1,1575.txt,0 days 00:00:00.036679000
1,2154.txt,0 days 00:00:00.382069000
26,2055.txt,0 days 00:00:00.113127000
1,1837.txt,0 days 00:00:00.447470000
1,1701.txt,0 days 00:00:00.314455000
130,1797.txt,0 days 00:00:00.043640000
1,1584.txt,0 days 00:00:00.201359000
1,2115.txt,0 days 00:00:00.356505000
32,1946.txt,0 days 00:00:00.137768000
1,2156.txt,0 days 00:00:00.570223000
1,1833.txt,0 days 00:00:00.448621000
33,1536.txt,0 days 00:00:00.431036000
319,1968.txt,0 days 00:00:00.151109000
66,1535.txt,0 days 00:00:00.055736000
-1,1692.txt,0 days 00:00:00.181402000
102,1619.txt,0 days 00:00:00.094002000
-1,1796.txt,0 days 00:00:00.053222000
1,2131.txt,0 days 00:00:00.256675000
7,1637.txt,0 days 00:00:00.084874000
1,1504.txt,0 days 00:00:00.275981000
1,1583.txt,0 days 00:00:00.197669000
-1,1755.txt,0 days 00:00:00.033102000
1,1628.txt,0 days 00:00:00.309899000
35,1708.txt,0 days 00:00:00.029067000
-1,1711.txt,0 days 00:00:00.299594000
1,1590.txt,0 days 00:00:00.087348000
-1,2195.txt,0 days 00:00:00.051316000
-1,1700.txt,0 days 00:00:00.093656000
-1,1762.txt,0 days 00:00:00.018662000
-1,2043.txt,0 days 00:00:00.131051000
1,2021.txt,0 days 00:00:00.679796000
-1,2080.txt,0 days 00:00:00.229771000
58,2230.txt,0 days 00:00:00.075439000
-1,2075.txt,0 days 00:00:00.303138000
6,1932.txt,0 days 00:00:00.245718000
63,1514.txt,0 days 00:00:00.140083000
14,1714.txt,0 days 00:00:00.176582000
-1,2089.txt,0 days 00:00:00.053138000
1,1977.txt,0 days 00:00:00.167884000
-1,2048.txt,0 days 00:00:00.040926000
-1,1695.txt,0 days 00:00:00.068535000
1,1752.txt,0 days 00:00:00.265770000
2,1616.txt,0 days 00:00:00.083157000
42,2085.txt,0 days 00:00:00.082643000
17,1872.txt,0 days 00:00:00.197246000
1,2210.txt,0 days 00:00:00.286607000
6,1606.txt,0 days 00:00:00.193784000
1,1832.txt,0 days 00:00:00.309241000
-1,1697.txt,0 days 00:00:00.114035000
1,2208.txt,0 days 00:00:00.299254000
1,2116.txt,0 days 00:00:00.297781000
-1,1849.txt,0 days 00:00:00.109168000
-1,1807.txt,0 days 00:00:00.020975000
15,2077.txt,0 days 00:00:00.392857000
-1,1635.txt,0 days 00:00:00.018316000
40,1937.txt,0 days 00:00:00.323672000
-1,2042.txt,0 days 00:00:00.113053000
1,2032.txt,0 days 00:00:00.357135000
1,1861.txt,0 days 00:00:00.409493000
4,2050.txt,0 days 00:00:00.044896000
3,1876.txt,0 days 00:00:00.395989000
1,2159.txt,0 days 00:00:00.401261000
11,1865.txt,0 days 00:00:00.245309000
1,2182.txt,0 days 00:00:00.233547000
-1,2047.txt,0 days 00:00:00.051589000
-1,1809.txt,0 days 00:00:00.059899000
-1,2247.txt,0 days 00:00:00.143783000
1,1870.txt,0 days 00:00:00.242416000
1,1971.txt,0 days 00:00:00.353783000
1,1699.txt,0 days 00:00:00.158220000
1,1922.txt,0 days 00:00:00.374454000
1,2167.txt,0 days 00:00:00.041666000
-1,1720.txt,0 days 00:00:00.151198000
-1,1802.txt,0 days 00:00:00.088348000
1,1888.txt,0 days 00:00:00.287552000
-1,1961.txt,0 days 00:00:00.063225000
1,1503.txt,0 days 00:00:00.115907000
-1,1587.txt,0 days 00:00:00.076671000
2,1577.txt,0 days 00:00:00.135640000
13,2066.txt,0 days 00:00:00.221895000
24,2073.txt,0 days 00:00:00.263373000
1,2132.txt,0 days 00:00:00.305993000
1,1655.txt,0 days 00:00:00.133151000
1,2160.txt,0 days 00:00:00.251322000
-1,1530.txt,0 days 00:00:00.077252000
1,1626.txt,0 days 00:00:00.303167000
1,1846.txt,0 days 00:00:00.420699000
3,1589.txt,0 days 00:00:00.199511000
1,1640.txt,0 days 00:00:00.041486000
1,1847.txt,0 days 00:00:00.086774000
1,2060.txt,0 days 00:00:00.098313000
1,2138.txt,0 days 00:00:00.169869000
1,2034.txt,0 days 00:00:00.432141000
1,1926.txt,0 days 00:00:00.332174000
1,1783.txt,0 days 00:00:00.281430000
1,2058.txt,0 days 00:00:00.157784000
36,1965.txt,0 days 00:00:00.113927000
1,2028.txt,0 days 00:00:00.469241000
1,1924.txt,0 days 00:00:00.492056000
15,1601.txt,0 days 00:00:00.343395000
1,2185.txt,0 days 00:00:00.139019000
-1,1693.txt,0 days 00:00:00.113964000
1,1868.txt,0 days 00:00:00.387102000
-1,2198.txt,0 days 00:00:00.072735000
1,2241.txt,0 days 00:00:00.242952000
13,2163.txt,0 days 00:00:00.058096000
1,2249.txt,0 days 00:00:00.175742000
31,1930.txt,0 days 00:00:00.186423000
1,1885.txt,0 days 00:00:00.239209000
-1,1770.txt,0 days 00:00:00.014139000
1,2071.txt,0 days 00:00:00.396232000
24,1874.txt,0 days 00:00:00.177207000
1,1554.txt,0 days 00:00:00.415087000
-1,2072.txt,0 days 00:00:00.190184000
1,1652.txt,0 days 00:00:00.329117000
1,1669.txt,0 days 00:00:00.152509000
5,2069.txt,0 days 00:00:00.154627000
1,2152.txt,0 days 00:00:00.360273000
-1,1768.txt,0 days 00:00:00.144125000
10,1713.txt,0 days 00:00:00.278970000
1,1593.txt,0 days 00:00:00.280089000
-1,2161.txt,0 days 00:00:00.009687000
24,1793.txt,0 days 00:00:00.166981000
1,2118.txt,0 days 00:00:00.449893000
32,1766.txt,0 days 00:00:00.239985000
1,1781.txt,0 days 00:00:00.246074000
1,2162.txt,0 days 00:00:00.062762000
-1,2074.txt,0 days 00:00:00.236016000
-1,2196.txt,0 days 00:00:00.020731000
1,1864.txt,0 days 00:00:00.457842000
-1,2164.txt,0 days 00:00:00.046918000
2,1540.txt,0 days 00:00:00.179349000
-1,2140.txt,0 days 00:00:00.023140000
31,1632.txt,0 days 00:00:00.066785000
1,1532.txt,0 days 00:00:00.118389000
51,2062.txt,0 days 00:00:00.138037000
8,1982.txt,0 days 00:00:00.327878000
1,1863.txt,0 days 00:00:00.457997000
1,1877.txt,0 days 00:00:00.356711000
1,2111.txt,0 days 00:00:00.318565000
1,2203.txt,0 days 00:00:00.187942000
-1,2168.txt,0 days 00:00:00.017744000
1,1658.txt,0 days 00:00:00.354654000
1,2133.txt,0 days 00:00:00.248193000
1,2044.txt,0 days 00:00:00.268129000
171,1662.txt,0 days 00:00:00.123311000
3,1934.txt,0 days 00:00:00.230732000
97,2228.txt,0 days 00:00:00.210659000
-1,1528.txt,0 days 00:00:00.113481000
86,1790.txt,0 days 00:00:00.138519000
1,1555.txt,0 days 00:00:00.256744000
21,1539.txt,0 days 00:00:00.166177000
181,1871.txt,0 days 00:00:00.406473000
8,1801.txt,0 days 00:00:00.163080000
-1,1576.txt,0 days 00:00:00.035950000
39,1759.txt,0 days 00:00:00.044798000
1,1511.txt,0 days 00:00:00.475718000
1,1512.txt,0 days 00:00:00.251336000
7,2053.txt,0 days 00:00:00.101103000
1,1836.txt,0 days 00:00:00.399469000
1,1537.txt,0 days 00:00:00.296344000
1,1869.txt,0 days 00:00:00.377339000
35,1806.txt,0 days 00:00:00.045247000
30,1558.txt,0 days 00:00:00.307207000
1,1663.txt,0 days 00:00:00.155386000
-1,1527.txt,0 days 00:00:00.076693000
-1,1526.txt,0 days 00:00:00.169313000
381,1769.txt,0 days 00:00:00.061067000
9,2139.txt,0 days 00:00:00.063185000
1,2091.txt,0 days 00:00:00.374640000
3,2070.txt,0 days 00:00:00.130691000
4,2056.txt,0 days 00:00:00.180776000
-1,1559.txt,0 days 00:00:00.273869000
1,2067.txt,0 days 00:00:00.294968000
1,1879.txt,0 days 00:00:00.278223000
2,1845.txt,0 days 00:00:00.070097000
32,1939.txt,0 days 00:00:00.125377000
34,2037.txt,0 days 00:00:00.282993000
-1,1707.txt,0 days 00:00:00.019043000
1,1754.txt,0 days 00:00:00.117640000
1,1786.txt,0 days 00:00:00.371502000
1,1538.txt,0 days 00:00:00.249752000
1,1938.txt,0 days 00:00:00.366555000
1,1718.txt,0 days 00:00:00.320880000
15,1666.txt,0 days 00:00:00.216459000
1,1751.txt,0 days 00:00:00.210144000
64,1698.txt,0 days 00:00:00.121333000
6,2225.txt,0 days 00:00:00.110039000
-1,1850.txt,0 days 00:00:00.109844000
1,1585.txt,0 days 00:00:00.115232000
8,1702.txt,0 days 00:00:00.225843000
1,1842.txt,0 days 00:00:00.119703000
-1,2170.txt,0 days 00:00:00.009391000
5,1602.txt,0 days 00:00:00.278335000
1,1661.txt,0 days 00:00:00.194180000
-1,2100.txt,0 days 00:00:00.115017000
1,1923.txt,0 days 00:00:00.594739000
1,1657.txt,0 days 00:00:00.286814000
52,1552.txt,0 days 00:00:00.428001000
1,1838.txt,0 days 00:00:00.439620000
62,1615.txt,0 days 00:00:00.125741000
1,1597.txt,0 days 00:00:00.280979000
1,1598.txt,0 days 00:00:00.320911000
52,1618.txt,0 days 00:00:00.121421000
1,2151.txt,0 days 00:00:00.303238000
1,2191.txt,0 days 00:00:00.246594000
1,2097.txt,0 days 00:00:00.236582000
9,2135.txt,0 days 00:00:00.044581000
259,1967.txt,0 days 00:00:00.151797000
1,2246.txt,0 days 00:00:00.279924000
1,2158.txt,0 days 00:00:00.408698000
1,1604.txt,0 days 00:00:00.255612000
1,1613.txt,0 days 00:00:00.161890000
1,1716.txt,0 days 00:00:00.252050000
1,2209.txt,0 days 00:00:00.348089000
1,2038.txt,0 days 00:00:00.282624000
-1,2165.txt,0 days 00:00:00.009324000
1,1622.txt,0 days 00:00:00.229675000
1,1594.txt,0 days 00:00:00.292878000
1,1989.txt,0 days 00:00:00.392087000
-1,1633.txt,0 days 00:00:00.038033000
26,1502.txt,0 days 00:00:00.073506000
-1,1571.txt,0 days 00:00:00.071798000
1,1945.txt,0 days 00:00:00.209132000
-1,1792.txt,0 days 00:00:00.168754000
9,2169.txt,0 days 00:00:00.023821000
246,1764.txt,0 days 00:00:00.105475000
1,2190.txt,0 days 00:00:00.178118000
-1,1520.txt,0 days 00:00:00.293628000
-1,2200.txt,0 days 00:00:00.042299000
1,1942.txt,0 days 00:00:00.280239000
1,2099.txt,0 days 00:00:00.322876000
-1,1765.txt,0 days 00:00:00.033109000
1,1660.txt,0 days 00:00:00.148257000
1,1605.txt,0 days 00:00:00.224875000
7,2040.txt,0 days 00:00:00.255217000
-1,2079.txt,0 days 00:00:00.340986000
276,1556.txt,0 days 00:00:00.262629000
-1,2245.txt,0 days 00:00:00.266279000
67,1880.txt,0 days 00:00:00.241782000
96,2120.txt,0 days 00:00:00.170233000
1,1581.txt,0 days 00:00:00.254578000
1,1921.txt,0 days 00:00:00.536208000
-1,2031.txt,0 days 00:00:00.287061000
7,1630.txt,0 days 00:00:00.125459000
1,2114.txt,0 days 00:00:00.438837000
1,1981.txt,0 days 00:00:00.393066000
3,2090.txt,0 days 00:00:00.093023000
1,2054.txt,0 days 00:00:00.064981000
1,1534.txt,0 days 00:00:00.275900000
1,1882.txt,0 days 00:00:00.317051000
15,2134.txt,0 days 00:00:00.057295000
13,1665.txt,0 days 00:00:00.091972000
1,2184.txt,0 days 00:00:00.241140000
29,1878.txt,0 days 00:00:00.152426000
5,1586.txt,0 days 00:00:00.184539000
1,1757.txt,0 days 00:00:00.093094000
1,1617.txt,0 days 00:00:00.070904000
76,2223.txt,0 days 00:00:00.153585000
1,1875.txt,0 days 00:00:00.293423000
1,2098.txt,0 days 00:00:00.259370000
1,2113.txt,0 days 00:00:00.477363000
1,1753.txt,0 days 00:00:00.118813000
1,1884.txt,0 days 00:00:00.225714000
-1,1510.txt,0 days 00:00:00.049518000
-1,1521.txt,0 days 00:00:00.436654000
1,1984.txt,0 days 00:00:00.395833000
30,1507.txt,0 days 00:00:00.087939000
1,2188.txt,0 days 00:00:00.297947000
-1,2227.txt,0 days 00:00:00.128941000
1,1881.txt,0 days 00:00:00.317275000
1,1788.txt,0 days 00:00:00.245400000
-1,1761.txt,0 days 00:00:00.054572000
1,2189.txt,0 days 00:00:00.253226000
1,1572.txt,0 days 00:00:00.181707000
1,1519.txt,0 days 00:00:00.337118000
-1,1705.txt,0 days 00:00:00.122372000
1,1973.txt,0 days 00:00:00.161970000
1,1947.txt,0 days 00:00:00.248115000
1,2027.txt,0 days 00:00:00.430860000
4,2039.txt,0 days 00:00:00.289036000
3,2166.txt,0 days 00:00:00.182951000
273,1560.txt,0 days 00:00:00.164095000
159,1573.txt,0 days 00:00:00.114140000
-1,2046.txt,0 days 00:00:00.151073000
1,2064.txt,0 days 00:00:00.233287000
1,1501.txt,0 days 00:00:00.181164000
1,2153.txt,0 days 00:00:00.492790000
1,2029.txt,0 days 00:00:00.504971000
-1,1805.txt,0 days 00:00:00.006845000
1,1928.txt,0 days 00:00:00.561590000
61,2094.txt,0 days 00:00:00.298608000
1,2137.txt,0 days 00:00:00.093213000
37,1629.txt,0 days 00:00:00.168566000
1,1599.txt,0 days 00:00:00.228098000
1,2033.txt,0 days 00:00:00.228306000
1,1787.txt,0 days 00:00:00.208432000
1,1975.txt,0 days 00:00:00.161982000
1,2206.txt,0 days 00:00:00.403503000
3,1715.txt,0 days 00:00:00.122025000
246,1719.txt,0 days 00:00:00.191421000
6,1935.txt,0 days 00:00:00.212319000
1,2081.txt,0 days 00:00:00.224393000
1,1636.txt,0 days 00:00:00.143547000
14,1620.txt,0 days 00:00:00.017413000
2,1656.txt,0 days 00:00:00.409217000
-1,1706.txt,0 days 00:00:00.072537000
2,1664.txt,0 days 00:00:00.110125000
65,1612.txt,0 days 00:00:00.082620000
-1,1964.txt,0 days 00:00:00.069281000
9,1712.txt,0 days 00:00:00.242809000
1,2201.txt,0 days 00:00:00.423892000
1,2205.txt,0 days 00:00:00.358042000
-1,1804.txt,0 days 00:00:00.031720000
-1,2229.txt,0 days 00:00:00.056416000
5,2204.txt,0 days 00:00:00.191918000
1,1943.txt,0 days 00:00:00.259734000
19,2193.txt,0 days 00:00:00.233964000
1,1949.txt,0 days 00:00:00.252236000
1,1936.txt,0 days 00:00:00.276460000
2,1974.txt,0 days 00:00:00.335426000
1,1596.txt,0 days 00:00:00.470606000
1,1889.txt,0 days 00:00:00.327658000
1,1756.txt,0 days 00:00:00.202645000
-1,2119.txt,0 days 00:00:00.161236000
1,1588.txt,0 days 00:00:00.196985000
3,1557.txt,0 days 00:00:00.292023000
1,2112.txt,0 days 00:00:00.445043000
1,1522.txt,0 days 00:00:00.265544000
70,1574.txt,0 days 00:00:00.092494000
1,2063.txt,0 days 00:00:00.296406000
1,1983.txt,0 days 00:00:00.501473000
-1,1970.txt,0 days 00:00:00.089717000
1,1798.txt,0 days 00:00:00.101883000
1,2026.txt,0 days 00:00:00.478757000
1,2051.txt,0 days 00:00:00.245137000
53,2057.txt,0 days 00:00:00.097089000
1,2092.txt,0 days 00:00:00.264128000
22,2087.txt,0 days 00:00:00.086738000
-1,1808.txt,0 days 00:00:00.052569000
-1,1763.txt,0 days 00:00:00.009200000
1,1985.txt,0 days 00:00:00.218335000
83,1799.txt,0 days 00:00:00.144217000
2,1505.txt,0 days 00:00:00.105243000
1,2117.txt,0 days 00:00:00.409421000
1,1533.txt,0 days 00:00:00.185215000
1,2061.txt,0 days 00:00:00.196607000
3,1784.txt,0 days 00:00:00.077912000
-1,1694.txt,0 days 00:00:00.042409000
1,1886.txt,0 days 00:00:00.372418000
114,1579.txt,0 days 00:00:00.050294000
65,1691.txt,0 days 00:00:00.152063000
1,1614.txt,0 days 00:00:00.140697000
1,1516.txt,0 days 00:00:00.464376000
91,1969.txt,0 days 00:00:00.167746000
1,2068.txt,0 days 00:00:00.229417000
1,2244.txt,0 days 00:00:00.368049000
1,1627.txt,0 days 00:00:00.302397000
1,2023.txt,0 days 00:00:00.461431000
1,1631.txt,0 days 00:00:00.072010000
1,1925.txt,0 days 00:00:00.307759000
-1,1760.txt,0 days 00:00:00.022172000
-1,2199.txt,0 days 00:00:00.015931000
1,1659.txt,0 days 00:00:00.263334000
1,1929.txt,0 days 00:00:00.547954000
1,1607.txt,0 days 00:00:00.252230000
1,2221.txt,0 days 00:00:00.167229000
1,1609.txt,0 days 00:00:00.248023000
1,2248.txt,0 days 00:00:00.073878000
1,1844.txt,0 days 00:00:00.156853000
1,1978.txt,0 days 00:00:00.333054000
1,1782.txt,0 days 00:00:00.259059000
1,2222.txt,0 days 00:00:00.223559000
1,1933.txt,0 days 00:00:00.245432000
-1,2078.txt,0 days 00:00:00.374938000
-1,1810.txt,0 days 00:00:00.031396000
1,2242.txt,0 days 00:00:00.224919000
-1,1800.txt,0 days 00:00:00.071158000
5,1518.txt,0 days 00:00:00.478849000
1,1789.txt,0 days 00:00:00.130526000
42,1703.txt,0 days 00:00:00.146118000
-1,1710.txt,0 days 00:00:00.029010000
1,2194.txt,0 days 00:00:00.126187000
1,1794.txt,0 days 00:00:00.229719000
4,2243.txt,0 days 00:00:00.281018000
1,1841.txt,0 days 00:00:00.228498000
1,1582.txt,0 days 00:00:00.195189000
1,1553.txt,0 days 00:00:00.400320000
1,2025.txt,0 days 00:00:00.397609000
1,1987.txt,0 days 00:00:00.422863000
1,2181.txt,0 days 00:00:00.413148000
-1,1529.txt,0 days 00:00:00.104920000
1,1667.txt,0 days 00:00:00.149959000
1,1887.txt,0 days 00:00:00.228477000
1,2183.txt,0 days 00:00:00.367800000
-1,1525.txt,0 days 00:00:00.171061000
8,1976.txt,0 days 00:00:00.390056000
61,1696.txt,0 days 00:00:00.195776000
1,1950.txt,0 days 00:00:00.166671000
41,2197.txt,0 days 00:00:00.071559000
1,2052.txt,0 days 00:00:00.105583000
1,1704.txt,0 days 00:00:00.162608000
1,2024.txt,0 days 00:00:00.440748000
1,1621.txt,0 days 00:00:00.434710000
1,2192.txt,0 days 00:00:00.238719000
1,1608.txt,0 days 00:00:00.342043000
-1,1524.txt,0 days 00:00:00.385082000
4,2049.txt,0 days 00:00:00.094389000
-1,1940.txt,0 days 00:00:00.082838000
