pos_rank,file,time
1,1834.txt,0 days 00:00:02.961442000
1,2224.txt,0 days 00:00:02.004095000
1,2036.txt,0 days 00:00:02.287107000
1,1927.txt,0 days 00:00:02.191279000
297,1873.txt,0 days 00:00:02.225066000
1,1883.txt,0 days 00:00:02.128842000
1,1634.txt,0 days 00:00:01.787877000
1,1941.txt,0 days 00:00:01.193831000
1,1591.txt,0 days 00:00:02.257128000
-1,1972.txt,0 days 00:00:02.410680000
1,1625.txt,0 days 00:00:01.127422000
1,1758.txt,0 days 00:00:00.694502000
1,1670.txt,0 days 00:00:01.174242000
1,1839.txt,0 days 00:00:02.691880000
1,1624.txt,0 days 00:00:02.141352000
1,1603.txt,0 days 00:00:02.170140000
1,1600.txt,0 days 00:00:01.672649000
1,1963.txt,0 days 00:00:01.211027000
1,1986.txt,0 days 00:00:01.824681000
1,1654.txt,0 days 00:00:01.447265000
9,2250.txt,0 days 00:00:01.838222000
1,1791.txt,0 days 00:00:01.263143000
1,1592.txt,0 days 00:00:01.487448000
1,2093.txt,0 days 00:00:01.858839000
1,1831.txt,0 days 00:00:02.209776000
1,1531.txt,0 days 00:00:02.210965000
1,2226.txt,0 days 00:00:02.026320000
-1,2041.txt,0 days 00:00:01.330933000
1,1966.txt,0 days 00:00:01.894094000
1,1595.txt,0 days 00:00:01.485800000
1,1717.txt,0 days 00:00:01.955056000
1,2076.txt,0 days 00:00:04.842474000
6,1580.txt,0 days 00:00:01.018183000
1,1551.txt,0 days 00:00:02.504425000
1,1866.txt,0 days 00:00:02.494690000
1,2035.txt,0 days 00:00:01.396758000
2,1840.txt,0 days 00:00:02.234426000
1,1785.txt,0 days 00:00:00.586728000
1,2157.txt,0 days 00:00:03.243770000
1,2082.txt,0 days 00:00:02.027648000
1,1843.txt,0 days 00:00:00.838661000
1,2045.txt,0 days 00:00:00.858361000
1,1988.txt,0 days 00:00:02.178273000
300,1611.txt,0 days 00:00:01.301505000
1,2207.txt,0 days 00:00:01.715682000
1,1506.txt,0 days 00:00:00.862326000
1,1890.txt,0 days 00:00:02.032412000
3,1513.txt,0 days 00:00:01.827365000
1,2186.txt,0 days 00:00:02.263264000
1,1867.txt,0 days 00:00:01.447958000
-1,1709.txt,0 days 00:00:00.766506000
-1,1575.txt,0 days 00:00:00.808169000
1,2154.txt,0 days 00:00:02.630985000
5,2055.txt,0 days 00:00:00.891396000
1,1837.txt,0 days 00:00:03.095193000
1,1701.txt,0 days 00:00:02.211432000
1,1797.txt,0 days 00:00:00.782327000
1,1584.txt,0 days 00:00:01.644835000
1,2115.txt,0 days 00:00:01.896186000
1,1946.txt,0 days 00:00:01.581366000
1,2156.txt,0 days 00:00:02.613387000
1,1833.txt,0 days 00:00:02.499662000
1,1536.txt,0 days 00:00:02.391330000
13,1968.txt,0 days 00:00:01.884630000
1,1535.txt,0 days 00:00:00.961616000
-1,1692.txt,0 days 00:00:01.997400000
24,1619.txt,0 days 00:00:01.415770000
1,1796.txt,0 days 00:00:01.369574000
36,2131.txt,0 days 00:00:01.966256000
1,1637.txt,0 days 00:00:01.106515000
1,1504.txt,0 days 00:00:02.211898000
1,1583.txt,0 days 00:00:02.185148000
1,1755.txt,0 days 00:00:00.951331000
1,1628.txt,0 days 00:00:01.691495000
-1,1708.txt,0 days 00:00:00.753242000
2,1711.txt,0 days 00:00:02.707575000
1,1590.txt,0 days 00:00:00.647144000
37,2195.txt,0 days 00:00:00.862309000
113,1700.txt,0 days 00:00:01.311460000
158,1762.txt,0 days 00:00:01.209650000
29,2043.txt,0 days 00:00:01.308923000
1,2021.txt,0 days 00:00:03.394910000
7,2080.txt,0 days 00:00:02.265588000
-1,2230.txt,0 days 00:00:01.789551000
5,2075.txt,0 days 00:00:02.564775000
1,1932.txt,0 days 00:00:02.842144000
81,1514.txt,0 days 00:00:02.185237000
1,1714.txt,0 days 00:00:01.600583000
4,2089.txt,0 days 00:00:01.843981000
1,1977.txt,0 days 00:00:01.924600000
31,2048.txt,0 days 00:00:00.867767000
-1,1695.txt,0 days 00:00:01.499390000
1,1752.txt,0 days 00:00:02.015591000
120,1616.txt,0 days 00:00:02.103209000
1,2085.txt,0 days 00:00:01.583795000
5,1872.txt,0 days 00:00:02.453240000
2,2210.txt,0 days 00:00:01.582375000
1,1606.txt,0 days 00:00:01.558333000
1,1832.txt,0 days 00:00:02.638532000
91,1697.txt,0 days 00:00:01.505185000
1,2208.txt,0 days 00:00:01.444985000
1,2116.txt,0 days 00:00:01.888336000
1,1849.txt,0 days 00:00:00.898241000
80,1807.txt,0 days 00:00:00.669087000
1,2077.txt,0 days 00:00:04.211035000
-1,1635.txt,0 days 00:00:00.456737000
1,1937.txt,0 days 00:00:03.072085000
-1,2042.txt,0 days 00:00:01.135272000
1,2032.txt,0 days 00:00:02.442942000
1,1861.txt,0 days 00:00:01.803183000
26,2050.txt,0 days 00:00:00.385421000
1,1876.txt,0 days 00:00:03.966486000
