pos_rank,file,time
1,1834.txt,0 days 00:00:00.694662000
139,2224.txt,0 days 00:00:00.422808000
16,2036.txt,0 days 00:00:00.644918000
1,1927.txt,0 days 00:00:00.781997000
-1,1873.txt,0 days 00:00:00.295760000
1,1883.txt,0 days 00:00:00.525470000
111,1634.txt,0 days 00:00:00.220448000
4,1941.txt,0 days 00:00:00.205701000
1,1591.txt,0 days 00:00:00.767188000
-1,1972.txt,0 days 00:00:00.541753000
20,1625.txt,0 days 00:00:00.086686000
27,1758.txt,0 days 00:00:00.101600000
1,1670.txt,0 days 00:00:00.184812000
1,1839.txt,0 days 00:00:00.736251000
1,1624.txt,0 days 00:00:00.359488000
1,1603.txt,0 days 00:00:00.462938000
1,1600.txt,0 days 00:00:00.423240000
258,1963.txt,0 days 00:00:00.168164000
1,1986.txt,0 days 00:00:00.589770000
1,1654.txt,0 days 00:00:00.400203000
-1,2250.txt,0 days 00:00:00.174872000
3,1791.txt,0 days 00:00:00.297170000
1,1592.txt,0 days 00:00:00.274879000
1,2093.txt,0 days 00:00:00.301544000
1,1831.txt,0 days 00:00:00.741930000
1,1531.txt,0 days 00:00:00.593594000
1,2226.txt,0 days 00:00:00.427548000
331,2041.txt,0 days 00:00:00.199843000
1,1966.txt,0 days 00:00:00.251486000
1,1595.txt,0 days 00:00:00.442842000
7,1717.txt,0 days 00:00:00.388716000
5,2076.txt,0 days 00:00:01.004457000
237,1580.txt,0 days 00:00:00.063415000
1,1551.txt,0 days 00:00:00.764191000
2,1866.txt,0 days 00:00:00.776958000
1,2035.txt,0 days 00:00:00.208452000
122,1840.txt,0 days 00:00:00.685273000
1,1785.txt,0 days 00:00:00.128182000
1,2157.txt,0 days 00:00:00.801082000
3,2082.txt,0 days 00:00:00.263453000
1,1843.txt,0 days 00:00:00.073748000
56,2045.txt,0 days 00:00:00.129190000
1,1988.txt,0 days 00:00:00.726203000
-1,1611.txt,0 days 00:00:00.111411000
1,2207.txt,0 days 00:00:00.606791000
1,1506.txt,0 days 00:00:00.121256000
1,1890.txt,0 days 00:00:00.488136000
-1,1513.txt,0 days 00:00:00.363856000
1,2186.txt,0 days 00:00:00.551200000
1,1867.txt,0 days 00:00:00.588439000
-1,1709.txt,0 days 00:00:00.016388000
236,1575.txt,0 days 00:00:00.055640000
1,2154.txt,0 days 00:00:00.597518000
56,2055.txt,0 days 00:00:00.184006000
1,1837.txt,0 days 00:00:00.689143000
1,1701.txt,0 days 00:00:00.510694000
273,1797.txt,0 days 00:00:00.059457000
1,1584.txt,0 days 00:00:00.301018000
1,2115.txt,0 days 00:00:00.592544000
25,1946.txt,0 days 00:00:00.214197000
1,2156.txt,0 days 00:00:00.915768000
1,1833.txt,0 days 00:00:00.758418000
52,1536.txt,0 days 00:00:00.703733000
-1,1968.txt,0 days 00:00:00.222079000
74,1535.txt,0 days 00:00:00.078756000
-1,1692.txt,0 days 00:00:00.290065000
-1,1619.txt,0 days 00:00:00.172544000
-1,1796.txt,0 days 00:00:00.077478000
1,2131.txt,0 days 00:00:00.415188000
4,1637.txt,0 days 00:00:00.128724000
1,1504.txt,0 days 00:00:00.424883000
1,1583.txt,0 days 00:00:00.287985000
6,1755.txt,0 days 00:00:00.066173000
1,1628.txt,0 days 00:00:00.497938000
-1,1708.txt,0 days 00:00:00.045634000
-1,1711.txt,0 days 00:00:00.467049000
1,1590.txt,0 days 00:00:00.135904000
-1,2195.txt,0 days 00:00:00.081037000
-1,1700.txt,0 days 00:00:00.129280000
