pos_rank,file,time
1,1834.txt,0 days 00:00:02.324561000
1,2224.txt,0 days 00:00:01.807234000
1,2036.txt,0 days 00:00:02.134915000
1,1927.txt,0 days 00:00:01.838194000
151,1873.txt,0 days 00:00:02.050180000
1,1883.txt,0 days 00:00:01.899669000
1,1634.txt,0 days 00:00:01.705317000
1,1941.txt,0 days 00:00:01.007545000
1,1591.txt,0 days 00:00:02.148662000
-1,1972.txt,0 days 00:00:02.282766000
42,1625.txt,0 days 00:00:00.281508000
27,1758.txt,0 days 00:00:00.623614000
1,1670.txt,0 days 00:00:01.078788000
1,1839.txt,0 days 00:00:02.132108000
1,1624.txt,0 days 00:00:01.217526000
1,1603.txt,0 days 00:00:02.050328000
1,1600.txt,0 days 00:00:01.596878000
1,1963.txt,0 days 00:00:01.137735000
1,1986.txt,0 days 00:00:01.639953000
1,1654.txt,0 days 00:00:01.369457000
-1,2250.txt,0 days 00:00:00.785549000
1,1791.txt,0 days 00:00:01.189449000
1,1592.txt,0 days 00:00:01.359704000
1,2093.txt,0 days 00:00:01.527024000
1,1831.txt,0 days 00:00:01.778583000
1,1531.txt,0 days 00:00:02.076433000
1,2226.txt,0 days 00:00:01.837435000
-1,2041.txt,0 days 00:00:01.266150000
1,1966.txt,0 days 00:00:01.704395000
1,1595.txt,0 days 00:00:01.418217000
1,1717.txt,0 days 00:00:01.787959000
1,2076.txt,0 days 00:00:04.117206000
5,1580.txt,0 days 00:00:00.952266000
1,1551.txt,0 days 00:00:02.310711000
1,1866.txt,0 days 00:00:02.184495000
1,2035.txt,0 days 00:00:01.283381000
1,1840.txt,0 days 00:00:01.781839000
1,1785.txt,0 days 00:00:00.525727000
1,2157.txt,0 days 00:00:02.991424000
1,2082.txt,0 days 00:00:01.611094000
1,1843.txt,0 days 00:00:00.574762000
1,2045.txt,0 days 00:00:00.703428000
1,1988.txt,0 days 00:00:01.978013000
95,1611.txt,0 days 00:00:01.181452000
1,2207.txt,0 days 00:00:01.536503000
1,1506.txt,0 days 00:00:00.682854000
1,1890.txt,0 days 00:00:01.912297000
2,1513.txt,0 days 00:00:01.696498000
1,2186.txt,0 days 00:00:02.064237000
1,1867.txt,0 days 00:00:01.330561000
-1,1709.txt,0 days 00:00:00.724378000
-1,1575.txt,0 days 00:00:00.694847000
1,2154.txt,0 days 00:00:02.456097000
1,2055.txt,0 days 00:00:00.816944000
1,1837.txt,0 days 00:00:02.491735000
1,1701.txt,0 days 00:00:02.040011000
1,1797.txt,0 days 00:00:00.749352000
1,1584.txt,0 days 00:00:01.359208000
1,2115.txt,0 days 00:00:01.776311000
1,1946.txt,0 days 00:00:01.352442000
1,2156.txt,0 days 00:00:02.480262000
1,1833.txt,0 days 00:00:01.801312000
1,1536.txt,0 days 00:00:02.222947000
9,1968.txt,0 days 00:00:01.617014000
1,1535.txt,0 days 00:00:00.908421000
-1,1692.txt,0 days 00:00:01.676666000
9,1619.txt,0 days 00:00:01.324689000
1,1796.txt,0 days 00:00:01.274340000
1,2131.txt,0 days 00:00:01.822977000
1,1637.txt,0 days 00:00:01.042107000
1,1504.txt,0 days 00:00:01.611372000
1,1583.txt,0 days 00:00:01.944968000
1,1755.txt,0 days 00:00:00.901838000
1,1628.txt,0 days 00:00:01.526509000
-1,1708.txt,0 days 00:00:00.713284000
1,1711.txt,0 days 00:00:02.192589000
1,1590.txt,0 days 00:00:00.507339000
48,2195.txt,0 days 00:00:00.545906000
112,1700.txt,0 days 00:00:01.229073000
-1,1762.txt,0 days 00:00:01.132551000
83,2043.txt,0 days 00:00:01.058051000
1,2021.txt,0 days 00:00:02.983483000
23,2080.txt,0 days 00:00:02.085200000
-1,2230.txt,0 days 00:00:01.346186000
2,2075.txt,0 days 00:00:02.401944000
1,1932.txt,0 days 00:00:02.646660000
126,1514.txt,0 days 00:00:01.975829000
1,1714.txt,0 days 00:00:01.485966000
66,2089.txt,0 days 00:00:01.248766000
1,1977.txt,0 days 00:00:01.801269000
40,2048.txt,0 days 00:00:00.666706000
-1,1695.txt,0 days 00:00:01.418988000
1,1752.txt,0 days 00:00:01.843297000
110,1616.txt,0 days 00:00:01.887547000
1,2085.txt,0 days 00:00:01.073003000
6,1872.txt,0 days 00:00:02.294448000
