pos_rank,file,time
1,1834.txt,0 days 00:00:00.621346000
1,2224.txt,0 days 00:00:00.325978000
38,2036.txt,0 days 00:00:00.520148000
1,1927.txt,0 days 00:00:00.634654000
114,1873.txt,0 days 00:00:00.246203000
1,1883.txt,0 days 00:00:00.432128000
77,1634.txt,0 days 00:00:00.195683000
1,1941.txt,0 days 00:00:00.186645000
1,1591.txt,0 days 00:00:00.607324000
-1,1972.txt,0 days 00:00:00.450326000
30,1625.txt,0 days 00:00:00.076520000
1,1758.txt,0 days 00:00:00.075222000
1,1670.txt,0 days 00:00:00.172412000
1,1839.txt,0 days 00:00:00.601061000
1,1624.txt,0 days 00:00:00.283999000
1,1603.txt,0 days 00:00:00.372694000
1,1600.txt,0 days 00:00:00.367128000
62,1963.txt,0 days 00:00:00.130211000
1,1986.txt,0 days 00:00:00.486687000
1,1654.txt,0 days 00:00:00.346247000
-1,2250.txt,0 days 00:00:00.147404000
1,1791.txt,0 days 00:00:00.252023000
1,1592.txt,0 days 00:00:00.216385000
1,2093.txt,0 days 00:00:00.257161000
1,1831.txt,0 days 00:00:00.571472000
1,1531.txt,0 days 00:00:00.494343000
1,2226.txt,0 days 00:00:00.339591000
38,2041.txt,0 days 00:00:00.178894000
1,1966.txt,0 days 00:00:00.201310000
1,1595.txt,0 days 00:00:00.368398000
1,1717.txt,0 days 00:00:00.331148000
7,2076.txt,0 days 00:00:00.827379000
239,1580.txt,0 days 00:00:00.059022000
1,1551.txt,0 days 00:00:00.626644000
1,1866.txt,0 days 00:00:00.603789000
-1,2035.txt,0 days 00:00:00.182546000
-1,1840.txt,0 days 00:00:00.563248000
1,1785.txt,0 days 00:00:00.107795000
1,2157.txt,0 days 00:00:00.661474000
1,2082.txt,0 days 00:00:00.229008000
1,1843.txt,0 days 00:00:00.059732000
-1,2045.txt,0 days 00:00:00.090925000
1,1988.txt,0 days 00:00:00.585547000
-1,1611.txt,0 days 00:00:00.112544000
1,2207.txt,0 days 00:00:00.528570000
1,1506.txt,0 days 00:00:00.109205000
1,1890.txt,0 days 00:00:00.385128000
159,1513.txt,0 days 00:00:00.305451000
1,2186.txt,0 days 00:00:00.469941000
1,1867.txt,0 days 00:00:00.457648000
-1,1709.txt,0 days 00:00:00.019761000
-1,1575.txt,0 days 00:00:00.043723000
1,2154.txt,0 days 00:00:00.494618000
34,2055.txt,0 days 00:00:00.153278000
1,1837.txt,0 days 00:00:00.588928000
1,1701.txt,0 days 00:00:00.424385000
-1,1797.txt,0 days 00:00:00.047005000
1,1584.txt,0 days 00:00:00.258400000
1,2115.txt,0 days 00:00:00.474094000
21,1946.txt,0 days 00:00:00.185459000
1,2156.txt,0 days 00:00:00.750545000
1,1833.txt,0 days 00:00:00.606635000
19,1536.txt,0 days 00:00:00.578748000
-1,1968.txt,0 days 00:00:00.195438000
30,1535.txt,0 days 00:00:00.076163000
-1,1692.txt,0 days 00:00:00.251188000
