pos_rank,file,time
1,1834.txt,0 days 00:00:01.401228000
38,2224.txt,0 days 00:00:01.013819000
1,2036.txt,0 days 00:00:01.202140000
1,1927.txt,0 days 00:00:01.089927000
93,1873.txt,0 days 00:00:01.050804000
1,1883.txt,0 days 00:00:01.128323000
1,1634.txt,0 days 00:00:00.936395000
1,1941.txt,0 days 00:00:00.615135000
1,1591.txt,0 days 00:00:01.189477000
343,1972.txt,0 days 00:00:01.200827000
8,1625.txt,0 days 00:00:00.548433000
1,1758.txt,0 days 00:00:00.355698000
1,1670.txt,0 days 00:00:00.646163000
1,1839.txt,0 days 00:00:01.320056000
1,1624.txt,0 days 00:00:01.081547000
1,1603.txt,0 days 00:00:01.138274000
1,1600.txt,0 days 00:00:00.845556000
1,1963.txt,0 days 00:00:00.629234000
1,1986.txt,0 days 00:00:00.961810000
1,1654.txt,0 days 00:00:00.719107000
31,2250.txt,0 days 00:00:00.914519000
1,1791.txt,0 days 00:00:00.694242000
1,1592.txt,0 days 00:00:00.777339000
1,2093.txt,0 days 00:00:00.892530000
1,1831.txt,0 days 00:00:01.149001000
1,1531.txt,0 days 00:00:01.079726000
1,2226.txt,0 days 00:00:01.085732000
93,2041.txt,0 days 00:00:00.609104000
1,1966.txt,0 days 00:00:00.962376000
1,1595.txt,0 days 00:00:00.794231000
2,1717.txt,0 days 00:00:01.016715000
1,2076.txt,0 days 00:00:02.223276000
139,1580.txt,0 days 00:00:00.493319000
1,1551.txt,0 days 00:00:01.281303000
1,1866.txt,0 days 00:00:01.294071000
1,2035.txt,0 days 00:00:00.670190000
1,1840.txt,0 days 00:00:01.098873000
1,1785.txt,0 days 00:00:00.288329000
1,2157.txt,0 days 00:00:01.581155000
1,2082.txt,0 days 00:00:00.953184000
1,1843.txt,0 days 00:00:00.410377000
75,2045.txt,0 days 00:00:00.434622000
1,1988.txt,0 days 00:00:01.139025000
84,1611.txt,0 days 00:00:00.665220000
1,2207.txt,0 days 00:00:00.811971000
