pos_rank,file,time
1,1834.txt,0 days 00:00:00.175261000
45,2224.txt,0 days 00:00:00.094166000
33,2036.txt,0 days 00:00:00.149534000
1,1927.txt,0 days 00:00:00.167067000
115,1873.txt,0 days 00:00:00.076259000
1,1883.txt,0 days 00:00:00.129572000
47,1634.txt,0 days 00:00:00.056617000
55,1941.txt,0 days 00:00:00.053284000
1,1591.txt,0 days 00:00:00.176025000
-1,1972.txt,0 days 00:00:00.126502000
43,1625.txt,0 days 00:00:00.023094000
2,1758.txt,0 days 00:00:00.028062000
13,1670.txt,0 days 00:00:00.050126000
1,1839.txt,0 days 00:00:00.167904000
1,1624.txt,0 days 00:00:00.085375000
1,1603.txt,0 days 00:00:00.114710000
1,1600.txt,0 days 00:00:00.097071000
129,1963.txt,0 days 00:00:00.041463000
1,1986.txt,0 days 00:00:00.137597000
1,1654.txt,0 days 00:00:00.097726000
-1,2250.txt,0 days 00:00:00.039740000
9,1791.txt,0 days 00:00:00.071490000
1,1592.txt,0 days 00:00:00.069214000
1,2093.txt,0 days 00:00:00.064217000
1,1831.txt,0 days 00:00:00.177340000
1,1531.txt,0 days 00:00:00.145657000
1,2226.txt,0 days 00:00:00.100910000
-1,2041.txt,0 days 00:00:00.046127000
16,1966.txt,0 days 00:00:00.062476000
1,1595.txt,0 days 00:00:00.100306000
10,1717.txt,0 days 00:00:00.091631000
7,2076.txt,0 days 00:00:00.210886000
179,1580.txt,0 days 00:00:00.017399000
1,1551.txt,0 days 00:00:00.171669000
1,1866.txt,0 days 00:00:00.178644000
42,2035.txt,0 days 00:00:00.050401000
-1,1840.txt,0 days 00:00:00.162094000
1,1785.txt,0 days 00:00:00.035609000
1,2157.txt,0 days 00:00:00.183702000
1,2082.txt,0 days 00:00:00.062603000
4,1843.txt,0 days 00:00:00.016288000
-1,2045.txt,0 days 00:00:00.029071000
1,1988.txt,0 days 00:00:00.166101000
179,1611.txt,0 days 00:00:00.031930000
1,2207.txt,0 days 00:00:00.136364000
1,1506.txt,0 days 00:00:00.030216000
1,1890.txt,0 days 00:00:00.102504000
38,1513.txt,0 days 00:00:00.084932000
1,2186.txt,0 days 00:00:00.124723000
1,1867.txt,0 days 00:00:00.132569000
-1,1709.txt,0 days 00:00:00.006987000
-1,1575.txt,0 days 00:00:00.013150000
1,2154.txt,0 days 00:00:00.134892000
-1,2055.txt,0 days 00:00:00.043918000
1,1837.txt,0 days 00:00:00.151761000
1,1701.txt,0 days 00:00:00.113577000
200,1797.txt,0 days 00:00:00.017388000
1,1584.txt,0 days 00:00:00.068936000
1,2115.txt,0 days 00:00:00.119095000
43,1946.txt,0 days 00:00:00.059563000
1,2156.txt,0 days 00:00:00.201638000
5,1833.txt,0 days 00:00:00.158690000
-1,1536.txt,0 days 00:00:00.165614000
6,1968.txt,0 days 00:00:00.060934000
79,1535.txt,0 days 00:00:00.020681000
-1,1692.txt,0 days 00:00:00.075431000
123,1619.txt,0 days 00:00:00.039685000
-1,1796.txt,0 days 00:00:00.019824000
1,2131.txt,0 days 00:00:00.097920000
1,1637.txt,0 days 00:00:00.032022000
1,1504.txt,0 days 00:00:00.097310000
1,1583.txt,0 days 00:00:00.077898000
21,1755.txt,0 days 00:00:00.018813000
