pos_rank,file,time
1,1834.txt,0 days 00:00:04.518208000
1,2224.txt,0 days 00:00:03.299935000
1,2036.txt,0 days 00:00:03.391556000
1,1927.txt,0 days 00:00:02.943170000
47,1873.txt,0 days 00:00:04.466803000
1,1883.txt,0 days 00:00:03.171337000
1,1634.txt,0 days 00:00:02.859879000
1,1941.txt,0 days 00:00:01.674174000
1,1591.txt,0 days 00:00:02.963111000
-1,1972.txt,0 days 00:00:03.995755000
1,1625.txt,0 days 00:00:01.413395000
1,1758.txt,0 days 00:00:02.019692000
1,1670.txt,0 days 00:00:02.061167000
1,1839.txt,0 days 00:00:04.069013000
1,1624.txt,0 days 00:00:02.778064000
1,1603.txt,0 days 00:00:03.964525000
1,1600.txt,0 days 00:00:02.351486000
1,1963.txt,0 days 00:00:03.383396000
1,1986.txt,0 days 00:00:02.538492000
1,1654.txt,0 days 00:00:02.242789000
449,2250.txt,0 days 00:00:02.631113000
1,1791.txt,0 days 00:00:02.063491000
1,1592.txt,0 days 00:00:02.091102000
1,2093.txt,0 days 00:00:02.612106000
1,1831.txt,0 days 00:00:03.213090000
1,1531.txt,0 days 00:00:03.136247000
1,2226.txt,0 days 00:00:03.078483000
-1,2041.txt,0 days 00:00:02.351817000
1,1966.txt,0 days 00:00:03.103424000
1,1595.txt,0 days 00:00:01.999976000
1,1717.txt,0 days 00:00:04.331571000
1,2076.txt,0 days 00:00:06.778035000
3,1580.txt,0 days 00:00:01.719734000
1,1551.txt,0 days 00:00:04.214153000
1,1866.txt,0 days 00:00:03.658455000
1,2035.txt,0 days 00:00:02.669699000
1,1840.txt,0 days 00:00:03.486344000
1,1785.txt,0 days 00:00:00.886886000
1,2157.txt,0 days 00:00:04.683582000
1,2082.txt,0 days 00:00:02.638981000
1,1843.txt,0 days 00:00:01.199404000
7,2045.txt,0 days 00:00:01.244788000
1,1988.txt,0 days 00:00:02.972768000
174,1611.txt,0 days 00:00:05.193809000
1,2207.txt,0 days 00:00:02.366918000
1,1506.txt,0 days 00:00:01.121441000
1,1890.txt,0 days 00:00:03.031711000
2,1513.txt,0 days 00:00:03.247103000
1,2186.txt,0 days 00:00:02.936571000
1,1867.txt,0 days 00:00:02.073545000
-1,1709.txt,0 days 00:00:01.882793000
-1,1575.txt,0 days 00:00:01.151128000
1,2154.txt,0 days 00:00:05.021681000
1,2055.txt,0 days 00:00:01.482401000
1,1837.txt,0 days 00:00:04.781574000
1,1701.txt,0 days 00:00:03.120432000
1,1797.txt,0 days 00:00:01.697683000
1,1584.txt,0 days 00:00:02.311882000
1,2115.txt,0 days 00:00:02.813404000
1,1946.txt,0 days 00:00:02.669936000
1,2156.txt,0 days 00:00:03.646302000
1,1833.txt,0 days 00:00:03.665858000
1,1536.txt,0 days 00:00:03.380269000
200,1968.txt,0 days 00:00:03.753404000
1,1535.txt,0 days 00:00:01.896045000
-1,1692.txt,0 days 00:00:03.777227000
223,1619.txt,0 days 00:00:04.374981000
1,1796.txt,0 days 00:00:02.437688000
1,2131.txt,0 days 00:00:03.206719000
1,1637.txt,0 days 00:00:02.152134000
1,1504.txt,0 days 00:00:02.938736000
1,1583.txt,0 days 00:00:03.025089000
1,1755.txt,0 days 00:00:02.946133000
1,1628.txt,0 days 00:00:02.188547000
144,1708.txt,0 days 00:00:01.767933000
1,1711.txt,0 days 00:00:04.581191000
1,1590.txt,0 days 00:00:00.811203000
4,2195.txt,0 days 00:00:01.103763000
8,1700.txt,0 days 00:00:02.251152000
-1,1762.txt,0 days 00:00:03.800776000
41,2043.txt,0 days 00:00:03.706008000
1,2021.txt,0 days 00:00:04.580560000
78,2080.txt,0 days 00:00:03.973084000
75,2230.txt,0 days 00:00:03.341545000
2,2075.txt,0 days 00:00:03.606798000
1,1932.txt,0 days 00:00:04.218757000
20,1514.txt,0 days 00:00:03.331145000
1,1714.txt,0 days 00:00:02.863606000
1,2089.txt,0 days 00:00:02.415312000
1,1977.txt,0 days 00:00:03.079061000
9,2048.txt,0 days 00:00:01.616562000
-1,1695.txt,0 days 00:00:02.803712000
1,1752.txt,0 days 00:00:03.158679000
8,1616.txt,0 days 00:00:04.690715000
1,2085.txt,0 days 00:00:01.995103000
3,1872.txt,0 days 00:00:04.446331000
1,2210.txt,0 days 00:00:02.128465000
1,1606.txt,0 days 00:00:02.194052000
1,1832.txt,0 days 00:00:04.056628000
7,1697.txt,0 days 00:00:02.708007000
1,2208.txt,0 days 00:00:01.861037000
1,2116.txt,0 days 00:00:02.451787000
19,1849.txt,0 days 00:00:01.322962000
104,1807.txt,0 days 00:00:00.909180000
1,2077.txt,0 days 00:00:06.447725000
-1,1635.txt,0 days 00:00:01.378893000
1,1937.txt,0 days 00:00:04.609592000
-1,2042.txt,0 days 00:00:02.325196000
1,2032.txt,0 days 00:00:04.094375000
1,1861.txt,0 days 00:00:02.636662000
-1,2050.txt,0 days 00:00:00.776723000
1,1876.txt,0 days 00:00:05.615697000
1,2159.txt,0 days 00:00:03.467130000
1,1865.txt,0 days 00:00:01.987213000
1,2182.txt,0 days 00:00:02.411623000
-1,2047.txt,0 days 00:00:01.775862000
2,1809.txt,0 days 00:00:01.320126000
2,2247.txt,0 days 00:00:03.087522000
3,1870.txt,0 days 00:00:03.340185000
2,1971.txt,0 days 00:00:03.656250000
1,1699.txt,0 days 00:00:03.230872000
1,1922.txt,0 days 00:00:02.480172000
8,2167.txt,0 days 00:00:01.095241000
-1,1720.txt,0 days 00:00:03.656504000
-1,1802.txt,0 days 00:00:01.558075000
1,1888.txt,0 days 00:00:02.814584000
386,1961.txt,0 days 00:00:03.758354000
1,1503.txt,0 days 00:00:01.480286000
1,1587.txt,0 days 00:00:01.138780000
1,1577.txt,0 days 00:00:01.661508000
1,2066.txt,0 days 00:00:01.897708000
1,2073.txt,0 days 00:00:04.165050000
2,2132.txt,0 days 00:00:06.200237000
1,1655.txt,0 days 00:00:01.594900000
1,2160.txt,0 days 00:00:02.799472000
-1,1530.txt,0 days 00:00:01.857935000
2,1626.txt,0 days 00:00:04.194772000
1,1846.txt,0 days 00:00:03.020830000
1,1589.txt,0 days 00:00:01.521130000
6,1640.txt,0 days 00:00:01.108647000
1,1847.txt,0 days 00:00:00.967875000
1,2060.txt,0 days 00:00:01.143393000
1,2138.txt,0 days 00:00:03.354949000
1,2034.txt,0 days 00:00:03.228825000
1,1926.txt,0 days 00:00:02.465540000
1,1783.txt,0 days 00:00:02.510689000
1,2058.txt,0 days 00:00:01.502730000
1,1965.txt,0 days 00:00:01.501501000
1,2028.txt,0 days 00:00:04.104735000
1,1924.txt,0 days 00:00:03.328336000
1,1601.txt,0 days 00:00:03.076953000
1,2185.txt,0 days 00:00:01.629631000
191,1693.txt,0 days 00:00:04.096807000
1,1868.txt,0 days 00:00:02.374016000
1,2198.txt,0 days 00:00:01.135076000
1,2241.txt,0 days 00:00:02.929825000
1,2163.txt,0 days 00:00:00.687568000
1,2249.txt,0 days 00:00:03.005344000
1,1930.txt,0 days 00:00:02.983706000
1,1885.txt,0 days 00:00:02.928249000
-1,1770.txt,0 days 00:00:01.577341000
1,2071.txt,0 days 00:00:04.375659000
2,1874.txt,0 days 00:00:05.716555000
1,1554.txt,0 days 00:00:03.397152000
4,2072.txt,0 days 00:00:03.489958000
1,1652.txt,0 days 00:00:02.460668000
1,1669.txt,0 days 00:00:02.283874000
1,2069.txt,0 days 00:00:02.593128000
1,2152.txt,0 days 00:00:04.249458000
68,1768.txt,0 days 00:00:04.320354000
1,1713.txt,0 days 00:00:04.847275000
1,1593.txt,0 days 00:00:02.573715000
46,2161.txt,0 days 00:00:00.271511000
1,1793.txt,0 days 00:00:02.676238000
1,2118.txt,0 days 00:00:04.511192000
2,1766.txt,0 days 00:00:03.673294000
1,1781.txt,0 days 00:00:01.567329000
1,2162.txt,0 days 00:00:01.103392000
4,2074.txt,0 days 00:00:04.517440000
1,2196.txt,0 days 00:00:01.070996000
1,1864.txt,0 days 00:00:02.764294000
-1,2164.txt,0 days 00:00:01.203396000
1,1540.txt,0 days 00:00:02.187853000
12,2140.txt,0 days 00:00:01.695584000
1,1632.txt,0 days 00:00:03.704970000
1,1532.txt,0 days 00:00:01.891682000
103,2062.txt,0 days 00:00:02.658385000
1,1982.txt,0 days 00:00:02.401825000
1,1863.txt,0 days 00:00:03.126577000
1,1877.txt,0 days 00:00:05.134003000
1,2111.txt,0 days 00:00:02.217845000
1,2203.txt,0 days 00:00:01.439246000
-1,2168.txt,0 days 00:00:01.588781000
1,1658.txt,0 days 00:00:03.151407000
1,2133.txt,0 days 00:00:06.210399000
1,2044.txt,0 days 00:00:02.645312000
1,1662.txt,0 days 00:00:02.988839000
1,1934.txt,0 days 00:00:04.225114000
-1,2228.txt,0 days 00:00:03.530297000
-1,1528.txt,0 days 00:00:01.928849000
1,1790.txt,0 days 00:00:01.479758000
1,1555.txt,0 days 00:00:02.570849000
102,1539.txt,0 days 00:00:01.853147000
4,1871.txt,0 days 00:00:05.274373000
1,1801.txt,0 days 00:00:02.762117000
7,1576.txt,0 days 00:00:01.621641000
1,1759.txt,0 days 00:00:02.255436000
1,1511.txt,0 days 00:00:04.814885000
1,1512.txt,0 days 00:00:03.879044000
1,2053.txt,0 days 00:00:01.417639000
1,1836.txt,0 days 00:00:04.143615000
1,1537.txt,0 days 00:00:02.158964000
1,1869.txt,0 days 00:00:02.327380000
140,1806.txt,0 days 00:00:01.980651000
190,1558.txt,0 days 00:00:04.131011000
1,1663.txt,0 days 00:00:03.419654000
-1,1527.txt,0 days 00:00:01.709219000
53,1526.txt,0 days 00:00:02.813099000
-1,1769.txt,0 days 00:00:03.236565000
1,2139.txt,0 days 00:00:03.290852000
1,2091.txt,0 days 00:00:02.715863000
1,2070.txt,0 days 00:00:01.682712000
1,2056.txt,0 days 00:00:02.702811000
61,1559.txt,0 days 00:00:02.239589000
1,2067.txt,0 days 00:00:02.582386000
1,1879.txt,0 days 00:00:04.345879000
1,1845.txt,0 days 00:00:00.875245000
2,1939.txt,0 days 00:00:05.245264000
68,2037.txt,0 days 00:00:03.078771000
-1,1707.txt,0 days 00:00:02.850427000
1,1754.txt,0 days 00:00:02.796281000
1,1786.txt,0 days 00:00:02.811451000
1,1538.txt,0 days 00:00:02.714830000
1,1938.txt,0 days 00:00:05.350001000
1,1718.txt,0 days 00:00:04.693120000
1,1666.txt,0 days 00:00:03.194470000
1,1751.txt,0 days 00:00:03.195432000
135,1698.txt,0 days 00:00:02.981092000
18,2225.txt,0 days 00:00:03.549274000
1,1850.txt,0 days 00:00:01.251408000
1,1585.txt,0 days 00:00:01.443632000
1,1702.txt,0 days 00:00:03.291286000
1,1842.txt,0 days 00:00:01.876207000
1,2170.txt,0 days 00:00:00.865326000
1,1602.txt,0 days 00:00:03.267691000
1,1661.txt,0 days 00:00:03.190297000
1,2100.txt,0 days 00:00:02.340588000
1,1923.txt,0 days 00:00:03.819510000
1,1657.txt,0 days 00:00:02.070798000
1,1552.txt,0 days 00:00:03.684238000
1,1838.txt,0 days 00:00:04.096488000
