pos_rank,file,time
1,1834.txt,0 days 00:00:03.099408000
4,2224.txt,0 days 00:00:02.581532000
1,2036.txt,0 days 00:00:03.017271000
1,1927.txt,0 days 00:00:02.552610000
29,1873.txt,0 days 00:00:02.796160000
1,1883.txt,0 days 00:00:02.814980000
1,1634.txt,0 days 00:00:02.457612000
2,1941.txt,0 days 00:00:01.382263000
1,1591.txt,0 days 00:00:03.093146000
-1,1972.txt,0 days 00:00:03.099202000
153,1625.txt,0 days 00:00:00.335910000
33,1758.txt,0 days 00:00:00.829655000
1,1670.txt,0 days 00:00:01.496811000
1,1839.txt,0 days 00:00:02.889497000
1,1624.txt,0 days 00:00:01.758977000
1,1603.txt,0 days 00:00:02.854958000
1,1600.txt,0 days 00:00:02.160799000
1,1963.txt,0 days 00:00:01.585595000
1,1986.txt,0 days 00:00:02.287631000
1,1654.txt,0 days 00:00:01.825282000
17,2250.txt,0 days 00:00:01.125717000
1,1791.txt,0 days 00:00:01.676650000
1,1592.txt,0 days 00:00:01.907473000
1,2093.txt,0 days 00:00:02.068129000
1,1831.txt,0 days 00:00:02.617936000
1,1531.txt,0 days 00:00:02.771655000
1,2226.txt,0 days 00:00:02.549010000
164,2041.txt,0 days 00:00:01.615384000
1,1966.txt,0 days 00:00:02.329644000
1,1595.txt,0 days 00:00:01.977107000
1,1717.txt,0 days 00:00:02.460856000
1,2076.txt,0 days 00:00:05.704709000
13,1580.txt,0 days 00:00:01.276467000
1,1551.txt,0 days 00:00:03.315256000
1,1866.txt,0 days 00:00:03.082997000
1,2035.txt,0 days 00:00:01.792460000
1,1840.txt,0 days 00:00:02.484774000
1,1785.txt,0 days 00:00:00.672957000
1,2157.txt,0 days 00:00:04.164219000
1,2082.txt,0 days 00:00:02.213374000
1,1843.txt,0 days 00:00:00.714088000
1,2045.txt,0 days 00:00:01.046446000
1,1988.txt,0 days 00:00:02.776731000
122,1611.txt,0 days 00:00:01.601117000
1,2207.txt,0 days 00:00:02.082308000
1,1506.txt,0 days 00:00:00.919301000
1,1890.txt,0 days 00:00:02.595148000
29,1513.txt,0 days 00:00:02.348547000
1,2186.txt,0 days 00:00:02.811544000
1,1867.txt,0 days 00:00:01.953628000
-1,1709.txt,0 days 00:00:00.991469000
47,1575.txt,0 days 00:00:00.981704000
1,2154.txt,0 days 00:00:03.453088000
1,2055.txt,0 days 00:00:01.155915000
1,1837.txt,0 days 00:00:03.318212000
1,1701.txt,0 days 00:00:02.755747000
1,1797.txt,0 days 00:00:01.066696000
1,1584.txt,0 days 00:00:01.778171000
1,2115.txt,0 days 00:00:02.514260000
1,1946.txt,0 days 00:00:01.918879000
1,2156.txt,0 days 00:00:03.327447000
1,1833.txt,0 days 00:00:02.602522000
1,1536.txt,0 days 00:00:03.064559000
252,1968.txt,0 days 00:00:02.090822000
1,1535.txt,0 days 00:00:01.237533000
-1,1692.txt,0 days 00:00:02.183008000
81,1619.txt,0 days 00:00:01.781864000
1,1796.txt,0 days 00:00:01.742486000
1,2131.txt,0 days 00:00:02.469468000
1,1637.txt,0 days 00:00:01.402190000
1,1504.txt,0 days 00:00:02.301561000
1,1583.txt,0 days 00:00:02.537561000
2,1755.txt,0 days 00:00:01.265035000
1,1628.txt,0 days 00:00:02.239803000
-1,1708.txt,0 days 00:00:00.956661000
74,1711.txt,0 days 00:00:03.019605000
1,1590.txt,0 days 00:00:00.695132000
63,2195.txt,0 days 00:00:00.812913000
94,1700.txt,0 days 00:00:01.741860000
140,1762.txt,0 days 00:00:01.522362000
20,2043.txt,0 days 00:00:01.476433000
1,2021.txt,0 days 00:00:04.135980000
-1,2080.txt,0 days 00:00:02.712075000
29,2230.txt,0 days 00:00:01.707302000
44,2075.txt,0 days 00:00:03.258224000
1,1932.txt,0 days 00:00:03.619872000
-1,1514.txt,0 days 00:00:02.626944000
1,1714.txt,0 days 00:00:02.040696000
-1,2089.txt,0 days 00:00:01.767526000
1,1977.txt,0 days 00:00:02.513525000
12,2048.txt,0 days 00:00:00.921466000
-1,1695.txt,0 days 00:00:01.768981000
1,1752.txt,0 days 00:00:02.510880000
77,1616.txt,0 days 00:00:02.586866000
1,2085.txt,0 days 00:00:01.521205000
45,1872.txt,0 days 00:00:03.094374000
1,2210.txt,0 days 00:00:01.504235000
1,1606.txt,0 days 00:00:01.984754000
1,1832.txt,0 days 00:00:03.084066000
21,1697.txt,0 days 00:00:01.955288000
2,2208.txt,0 days 00:00:01.743450000
1,2116.txt,0 days 00:00:02.149810000
1,1849.txt,0 days 00:00:00.981034000
-1,1807.txt,0 days 00:00:00.647943000
1,2077.txt,0 days 00:00:05.192721000
-1,1635.txt,0 days 00:00:00.522337000
1,1937.txt,0 days 00:00:03.894770000
4,2042.txt,0 days 00:00:01.294864000
1,2032.txt,0 days 00:00:03.135837000
1,1861.txt,0 days 00:00:02.486002000
37,2050.txt,0 days 00:00:00.484768000
1,1876.txt,0 days 00:00:05.152045000
1,2159.txt,0 days 00:00:03.034450000
1,1865.txt,0 days 00:00:01.685707000
1,2182.txt,0 days 00:00:01.992479000
-1,2047.txt,0 days 00:00:00.618816000
125,1809.txt,0 days 00:00:01.095719000
49,2247.txt,0 days 00:00:01.909616000
1,1870.txt,0 days 00:00:02.674091000
1,1971.txt,0 days 00:00:03.354430000
1,1699.txt,0 days 00:00:02.156684000
1,1922.txt,0 days 00:00:02.198201000
18,2167.txt,0 days 00:00:00.962076000
17,1720.txt,0 days 00:00:02.452895000
-1,1802.txt,0 days 00:00:01.264232000
1,1888.txt,0 days 00:00:02.519636000
9,1961.txt,0 days 00:00:01.516009000
4,1503.txt,0 days 00:00:01.089614000
1,1587.txt,0 days 00:00:01.135238000
1,1577.txt,0 days 00:00:01.134053000
1,2066.txt,0 days 00:00:01.466175000
1,2073.txt,0 days 00:00:03.575075000
26,2132.txt,0 days 00:00:02.640520000
1,1655.txt,0 days 00:00:01.500412000
1,2160.txt,0 days 00:00:02.315895000
-1,1530.txt,0 days 00:00:01.460907000
25,1626.txt,0 days 00:00:03.265192000
1,1846.txt,0 days 00:00:02.451580000
3,1589.txt,0 days 00:00:01.317570000
1,1640.txt,0 days 00:00:00.873351000
1,1847.txt,0 days 00:00:00.603062000
1,2060.txt,0 days 00:00:00.812516000
1,2138.txt,0 days 00:00:02.500160000
1,2034.txt,0 days 00:00:02.632749000
1,1926.txt,0 days 00:00:02.258565000
1,1783.txt,0 days 00:00:01.882822000
1,2058.txt,0 days 00:00:01.385937000
229,1965.txt,0 days 00:00:01.341608000
1,2028.txt,0 days 00:00:03.208656000
1,1924.txt,0 days 00:00:02.900685000
28,1601.txt,0 days 00:00:02.599720000
1,2185.txt,0 days 00:00:01.471225000
-1,1693.txt,0 days 00:00:02.725619000
1,1868.txt,0 days 00:00:02.229545000
1,2198.txt,0 days 00:00:00.796247000
1,2241.txt,0 days 00:00:01.771247000
1,2163.txt,0 days 00:00:00.473175000
1,2249.txt,0 days 00:00:01.488565000
1,1930.txt,0 days 00:00:01.905155000
1,1885.txt,0 days 00:00:02.609974000
-1,1770.txt,0 days 00:00:00.702065000
1,2071.txt,0 days 00:00:03.826731000
1,1874.txt,0 days 00:00:02.935176000
1,1554.txt,0 days 00:00:02.759669000
3,2072.txt,0 days 00:00:02.975059000
1,1652.txt,0 days 00:00:02.202354000
1,1669.txt,0 days 00:00:01.668388000
1,2069.txt,0 days 00:00:01.927824000
1,2152.txt,0 days 00:00:03.249766000
253,1768.txt,0 days 00:00:02.441793000
1,1713.txt,0 days 00:00:03.494515000
1,1593.txt,0 days 00:00:02.460200000
53,2161.txt,0 days 00:00:00.050837000
1,1793.txt,0 days 00:00:01.987514000
1,2118.txt,0 days 00:00:03.173723000
1,1766.txt,0 days 00:00:02.980865000
1,1781.txt,0 days 00:00:01.416451000
1,2162.txt,0 days 00:00:00.673015000
53,2074.txt,0 days 00:00:03.666383000
12,2196.txt,0 days 00:00:00.443923000
1,1864.txt,0 days 00:00:02.557151000
21,2164.txt,0 days 00:00:01.089825000
1,1540.txt,0 days 00:00:01.730813000
2,2140.txt,0 days 00:00:01.166206000
1,1632.txt,0 days 00:00:02.281070000
1,1532.txt,0 days 00:00:01.547227000
437,2062.txt,0 days 00:00:01.141177000
1,1982.txt,0 days 00:00:02.012272000
1,1863.txt,0 days 00:00:02.828538000
1,1877.txt,0 days 00:00:04.111168000
1,2111.txt,0 days 00:00:02.085029000
3,2203.txt,0 days 00:00:01.283181000
69,2168.txt,0 days 00:00:00.469655000
1,1658.txt,0 days 00:00:02.665915000
1,2133.txt,0 days 00:00:02.716101000
1,2044.txt,0 days 00:00:02.162612000
35,1662.txt,0 days 00:00:01.426325000
8,1934.txt,0 days 00:00:02.918690000
111,2228.txt,0 days 00:00:02.429259000
-1,1528.txt,0 days 00:00:01.769903000
1,1790.txt,0 days 00:00:01.122572000
1,1555.txt,0 days 00:00:02.041834000
10,1539.txt,0 days 00:00:01.483713000
7,1871.txt,0 days 00:00:04.659801000
1,1801.txt,0 days 00:00:02.331492000
1,1576.txt,0 days 00:00:01.206581000
-1,1759.txt,0 days 00:00:00.783543000
1,1511.txt,0 days 00:00:04.201015000
1,1512.txt,0 days 00:00:02.883080000
23,2053.txt,0 days 00:00:00.934505000
1,1836.txt,0 days 00:00:02.839696000
1,1537.txt,0 days 00:00:02.064721000
1,1869.txt,0 days 00:00:02.159648000
110,1806.txt,0 days 00:00:01.539170000
-1,1558.txt,0 days 00:00:02.816627000
1,1663.txt,0 days 00:00:01.344205000
-1,1527.txt,0 days 00:00:01.374611000
-1,1526.txt,0 days 00:00:01.971490000
-1,1769.txt,0 days 00:00:02.121301000
1,2139.txt,0 days 00:00:02.209319000
1,2091.txt,0 days 00:00:02.432332000
1,2070.txt,0 days 00:00:01.337272000
1,2056.txt,0 days 00:00:02.229183000
-1,1559.txt,0 days 00:00:01.924400000
1,2067.txt,0 days 00:00:01.745469000
1,1879.txt,0 days 00:00:03.722016000
1,1845.txt,0 days 00:00:00.736870000
1,1939.txt,0 days 00:00:02.789316000
