voids,index
4095,0
4095,1
4095,2
4095,3
4095,4
4095,5
4095,6
4095,7
4095,8
4095,9
4095,10
4095,11
4096,12
4096,13
3985,14
3676,15
3984,16
4096,17
4096,18
4096,19
3852,20
3697,21
3685,22
3701,23
3881,24
4096,25
4068,26
3700,27
3698,28
3706,29
3687,30
3730,31
4071,32
4068,33
3709,34
3739,35
3734,36
3733,37
3760,38
4069,39
3716,40
3740,41
3763,42
3805,43
3765,44
3780,45
3712,46
3701,47
3724,48
3780,49
3845,50
3786,51
3769,52
3722,53
3712,54
3698,55
3776,56
3836,57
3802,58
3762,59
3730,60
3701,61
3697,62
3721,63
3749,64
3720,65
3735,66
3707,67
4065,68
3673,69
3655,70
3689,71
3685,72
3690,73
4068,74
4065,75
3653,76
3640,77
3663,78
3653,79
3671,80
4067,81
4096,82
3841,83
3640,84
3628,85
3610,86
3870,87
4096,88
4096,89
4096,90
3973,91
3606,92
3983,93
4096,94
4096,95
