voids,index
255,0
255,1
255,2
255,3
255,4
255,5
255,6
255,7
255,8
255,9
255,10
255,11
255,12
255,13
255,14
255,15
255,16
255,17
256,18
256,19
256,20
241,21
31,22
68,23
86,24
256,25
256,26
256,27
256,28
256,29
200,30
90,31
84,32
51,33
26,34
23,35
34,36
253,37
256,38
255,39
44,40
31,41
25,42
32,43
65,44
88,45
86,46
50,47
225,48
256,49
225,50
63,51
95,52
94,53
48,54
31,55
23,56
31,57
68,58
255,59
90,60
44,61
34,62
31,63
46,64
77,65
97,66
89,67
53,68
35,69
25,70
35,71
74,72
97,73
104,74
66,75
51,76
38,77
45,78
69,79
89,80
88,81
47,82
36,83
35,84
51,85
80,86
104,87
95,88
48,89
29,90
25,91
33,92
70,93
96,94
98,95
62,96
48,97
32,98
41,99
72,100
88,101
255,102
45,103
32,104
28,105
39,106
71,107
94,108
91,109
48,110
225,111
256,112
225,113
63,114
85,115
91,116
47,117
32,118
26,119
37,120
62,121
255,122
256,123
253,124
29,125
27,126
30,127
58,128
84,129
84,130
197,131
256,132
256,133
256,134
256,135
256,136
79,137
37,138
30,139
241,140
256,141
256,142
256,143
