voids,index
255,0
255,1
255,2
255,3
255,4
255,5
255,6
255,7
255,8
255,9
255,10
255,11
255,12
255,13
255,14
255,15
255,16
255,17
255,18
255,19
255,20
255,21
255,22
255,23
255,24
255,25
255,26
255,27
255,28
255,29
255,30
255,31
256,32
256,33
256,34
134,35
27,36
30,37
133,38
256,39
256,40
256,41
256,42
255,43
28,44
23,45
29,46
32,47
25,48
30,49
255,50
256,51
256,52
193,53
28,54
28,55
34,56
34,57
27,58
36,59
193,60
256,61
249,62
21,63
33,64
20,65
30,66
33,67
25,68
38,69
29,70
249,71
249,72
24,73
30,74
28,75
35,76
33,77
30,78
38,79
28,80
249,81
32,82
22,83
35,84
27,85
33,86
32,87
35,88
36,89
28,90
29,91
29,92
30,93
44,94
33,95
38,96
48,97
33,98
42,99
27,100
36,101
37,102
33,103
42,104
37,105
56,106
47,107
33,108
50,109
27,110
35,111
30,112
27,113
41,114
44,115
55,116
52,117
41,118
38,119
28,120
32,121
31,122
23,123
38,124
38,125
54,126
52,127
36,128
39,129
27,130
31,131
31,132
30,133
36,134
25,135
50,136
43,137
30,138
42,139
25,140
32,141
249,142
23,143
35,144
28,145
39,146
38,147
29,148
33,149
25,150
249,151
249,152
20,153
36,154
29,155
33,156
36,157
23,158
30,159
26,160
249,161
256,162
193,163
40,164
19,165
34,166
37,167
17,168
30,169
194,170
256,171
256,172
255,173
30,174
20,175
25,176
27,177
21,178
30,179
255,180
256,181
256,182
256,183
256,184
133,185
27,186
27,187
132,188
256,189
256,190
256,191
