voids,index
255,0
255,1
255,2
255,3
255,4
255,5
255,6
255,7
255,8
255,9
255,10
255,11
255,12
255,13
255,14
255,15
255,16
255,17
255,18
255,19
255,20
255,21
255,22
255,23
255,24
255,25
255,26
255,27
255,28
255,29
255,30
255,31
255,32
255,33
255,34
255,35
255,36
255,37
256,38
255,39
256,40
256,41
256,42
256,43
194,44
64,45
64,46
68,47
256,48
256,49
256,50
256,51
256,52
256,53
196,54
69,55
69,56
73,57
67,58
63,59
241,60
256,61
256,62
256,63
255,64
63,65
68,66
66,67
74,68
61,69
72,70
67,71
249,72
256,73
256,74
241,75
70,76
76,77
75,78
77,79
87,80
70,81
74,82
75,83
253,84
256,85
142,86
74,87
75,88
83,89
82,90
70,91
79,92
79,93
69,94
72,95
255,96
225,97
79,98
77,99
99,100
87,101
94,102
85,103
84,104
83,105
70,106
249,107
67,108
74,109
94,110
84,111
98,112
106,113
97,114
107,115
90,116
77,117
67,118
56,119
81,120
71,121
95,122
99,123
105,124
122,125
92,126
95,127
81,128
61,129
66,130
71,131
85,132
101,133
92,134
129,135
116,136
119,137
99,138
74,139
78,140
56,141
69,142
73,143
81,144
111,145
100,146
124,147
122,148
91,149
99,150
75,151
73,152
69,153
66,154
85,155
87,156
111,157
117,158
92,159
107,160
76,161
76,162
62,163
52,164
76,165
72,166
85,167
102,168
82,169
102,170
85,171
78,172
73,173
62,174
241,175
140,176
70,177
84,178
70,179
91,180
84,181
87,182
82,183
64,184
69,185
255,186
225,187
71,188
71,189
81,190
65,191
71,192
76,193
59,194
72,195
64,196
249,197
256,198
195,199
67,200
62,201
77,202
75,203
62,204
70,205
69,206
62,207
256,208
256,209
256,210
142,211
60,212
59,213
55,214
68,215
53,216
67,217
225,218
256,219
256,220
256,221
256,222
61,223
59,224
61,225
55,226
58,227
52,228
253,229
256,230
256,231
256,232
256,233
256,234
241,235
53,236
49,237
50,238
253,239
256,240
256,241
256,242
