voids,index
4095,0
4095,1
4095,2
4095,3
4095,4
4095,5
4095,6
4095,7
4095,8
4095,9
4095,10
4095,11
4095,12
4095,13
4095,14
4095,15
4095,16
4095,17
4095,18
4095,19
4095,20
4096,21
4096,22
3983,23
3247,24
3473,25
4096,26
4096,27
4096,28
3801,29
3278,30
3309,31
3264,32
4065,33
4096,34
4035,35
3273,36
3291,37
3294,38
3264,39
4034,40
4089,41
3289,42
3312,43
3318,44
3342,45
3317,46
3977,47
3985,48
3342,49
3347,50
3362,51
3330,52
3334,53
3983,54
3296,55
3367,56
3397,57
3414,58
3397,59
3313,60
3184,61
3347,62
3387,63
3495,64
3445,65
3383,66
3281,67
3275,68
3398,69
3481,70
3551,71
3466,72
3360,73
3133,74
3277,75
3398,76
3509,77
3525,78
3392,79
3289,80
3149,81
3304,82
3363,83
3455,84
3411,85
3338,86
3254,87
3294,88
3333,89
3326,90
3369,91
3330,92
3289,93
3907,94
3526,95
3299,96
3277,97
3268,98
3292,99
3483,100
4089,101
3242,102
3233,103
3240,104
3232,105
3251,106
3979,107
4093,108
3246,109
3187,110
3216,111
3194,112
3653,113
4096,114
4095,115
3182,116
3192,117
3158,118
3192,119
4095,120
4096,121
4096,122
3981,123
3148,124
3390,125
4096,126
4096,127
