voids,index
255,0
255,1
255,2
255,3
255,4
255,5
255,6
255,7
255,8
255,9
255,10
255,11
255,12
255,13
255,14
255,15
255,16
255,17
255,18
255,19
255,20
255,21
255,22
255,23
255,24
255,25
255,26
255,27
255,28
255,29
255,30
255,31
255,32
255,33
255,34
255,35
255,36
255,37
256,38
255,39
256,40
256,41
256,42
256,43
197,44
113,45
103,46
103,47
256,48
256,49
256,50
256,51
256,52
256,53
202,54
115,55
104,56
105,57
107,58
104,59
241,60
256,61
256,62
256,63
255,64
109,65
108,66
96,67
107,68
106,69
111,70
111,71
249,72
256,73
256,74
242,75
117,76
111,77
113,78
115,79
116,80
106,81
118,82
114,83
253,84
256,85
162,86
124,87
122,88
117,89
127,90
122,91
123,92
129,93
113,94
123,95
255,96
226,97
117,98
121,99
130,100
126,101
132,102
130,103
124,104
127,105
115,106
249,107
110,108
125,109
133,110
130,111
135,112
143,113
138,114
142,115
130,116
127,117
117,118
121,119
132,120
114,121
142,122
144,123
149,124
151,125
140,126
142,127
131,128
120,129
123,130
115,131
124,132
130,133
142,134
164,135
148,136
159,137
138,138
120,139
125,140
114,141
116,142
127,143
121,144
147,145
152,146
161,147
161,148
135,149
133,150
127,151
111,152
110,153
117,154
135,155
126,156
146,157
150,158
140,159
147,160
129,161
116,162
101,163
107,164
119,165
118,166
125,167
130,168
133,169
136,170
123,171
126,172
121,173
106,174
241,175
157,176
121,177
120,178
111,179
129,180
119,181
120,182
124,183
105,184
109,185
255,186
226,187
111,188
117,189
115,190
99,191
104,192
113,193
101,194
117,195
105,196
249,197
256,198
197,199
119,200
109,201
112,202
117,203
107,204
106,205
107,206
104,207
256,208
256,209
256,210
153,211
102,212
103,213
95,214
106,215
101,216
107,217
227,218
256,219
256,220
256,221
256,222
90,223
98,224
98,225
97,226
86,227
91,228
253,229
256,230
256,231
256,232
256,233
256,234
241,235
89,236
87,237
95,238
253,239
256,240
256,241
256,242
