voids,index
255,0
255,1
255,2
255,3
255,4
255,5
255,6
255,7
255,8
255,9
255,10
255,11
255,12
255,13
255,14
255,15
255,16
255,17
255,18
255,19
255,20
255,21
255,22
255,23
255,24
255,25
255,26
255,27
255,28
255,29
255,30
255,31
256,32
256,33
256,34
143,35
59,36
59,37
138,38
256,39
256,40
256,41
256,42
255,43
65,44
55,45
68,46
66,47
53,48
63,49
255,50
256,51
256,52
195,53
63,54
61,55
67,56
70,57
53,58
64,59
194,60
256,61
249,62
54,63
74,64
50,65
72,66
76,67
65,68
75,69
58,70
249,71
249,72
61,73
78,74
66,75
78,76
75,77
67,78
88,79
53,80
249,81
68,82
61,83
87,84
74,85
89,86
92,87
79,88
91,89
67,90
62,91
64,92
61,93
89,94
77,95
106,96
103,97
83,98
94,99
59,100
62,101
62,102
65,103
97,104
82,105
118,106
117,107
95,108
97,109
64,110
62,111
61,112
62,113
95,114
82,115
112,116
114,117
93,118
95,119
60,120
67,121
63,122
55,123
90,124
75,125
102,126
93,127
76,128
88,129
56,130
63,131
62,132
71,133
79,134
67,135
84,136
82,137
61,138
82,139
48,140
63,141
249,142
63,143
76,144
58,145
76,146
72,147
60,148
71,149
56,150
249,151
249,152
48,153
69,154
54,155
62,156
63,157
53,158
66,159
59,160
249,161
256,162
193,163
69,164
48,165
52,166
58,167
46,168
56,169
195,170
256,171
256,172
255,173
56,174
44,175
51,176
49,177
45,178
49,179
255,180
256,181
256,182
256,183
256,184
140,185
52,186
49,187
137,188
256,189
256,190
256,191
