voids,index
255,0
255,1
255,2
255,3
255,4
255,5
255,6
255,7
255,8
255,9
255,10
255,11
255,12
255,13
255,14
255,15
255,16
255,17
255,18
255,19
255,20
255,21
255,22
255,23
255,24
255,25
255,26
255,27
255,28
255,29
255,30
255,31
256,32
256,33
256,34
143,35
61,36
64,37
139,38
256,39
256,40
256,41
256,42
255,43
70,44
60,45
71,46
67,47
55,48
64,49
255,50
256,51
256,52
195,53
68,54
64,55
71,56
71,57
55,58
65,59
194,60
256,61
249,62
59,63
78,64
53,65
75,66
78,67
66,68
77,69
59,70
249,71
249,72
62,73
82,74
68,75
83,76
79,77
74,78
92,79
59,80
249,81
72,82
67,83
91,84
80,85
95,86
95,87
82,88
94,89
69,90
65,91
66,92
67,93
90,94
81,95
109,96
107,97
86,98
94,99
68,100
63,101
68,102
70,103
102,104
88,105
122,106
122,107
98,108
100,109
70,110
67,111
62,112
64,113
99,114
88,115
113,116
120,117
94,118
99,119
61,120
70,121
67,122
55,123
93,124
81,125
108,126
99,127
79,128
94,129
65,130
65,131
70,132
74,133
82,134
70,135
85,136
84,137
68,138
85,139
53,140
67,141
249,142
63,143
76,144
59,145
79,146
75,147
65,148
74,149
58,150
249,151
249,152
50,153
72,154
57,155
65,156
65,157
55,158
68,159
62,160
249,161
256,162
193,163
73,164
48,165
56,166
60,167
48,168
61,169
196,170
256,171
256,172
255,173
59,174
49,175
51,176
50,177
46,178
51,179
255,180
256,181
256,182
256,183
256,184
141,185
54,186
50,187
138,188
256,189
256,190
256,191
