voids,index
255,0
255,1
255,2
255,3
255,4
255,5
255,6
255,7
255,8
255,9
255,10
255,11
255,12
255,13
255,14
255,15
255,16
255,17
255,18
255,19
255,20
255,21
255,22
255,23
255,24
255,25
255,26
255,27
255,28
255,29
255,30
255,31
256,32
256,33
256,34
154,35
104,36
97,37
154,38
256,39
256,40
256,41
256,42
255,43
112,44
102,45
106,46
99,47
98,48
116,49
255,50
256,51
256,52
201,53
106,54
102,55
108,56
107,57
102,58
107,59
202,60
256,61
249,62
104,63
122,64
111,65
113,66
120,67
111,68
130,69
112,70
249,71
249,72
109,73
121,74
115,75
123,76
126,77
117,78
132,79
115,80
249,81
111,82
111,83
126,84
124,85
132,86
142,87
121,88
131,89
119,90
109,91
110,92
108,93
134,94
126,95
147,96
148,97
127,98
135,99
127,100
114,101
112,102
111,103
134,104
141,105
160,106
159,107
136,108
130,109
126,110
112,111
111,112
121,113
137,114
138,115
155,116
155,117
140,118
131,119
114,120
112,121
114,122
114,123
132,124
119,125
144,126
146,127
125,128
127,129
105,130
103,131
100,132
118,133
125,134
110,135
133,136
128,137
111,138
123,139
104,140
107,141
249,142
110,143
116,144
102,145
118,146
120,147
105,148
118,149
107,150
249,151
249,152
101,153
110,154
96,155
102,156
103,157
95,158
109,159
98,160
249,161
256,162
198,163
106,164
96,165
95,166
98,167
86,168
93,169
198,170
256,171
256,172
255,173
91,174
84,175
95,176
88,177
91,178
97,179
255,180
256,181
256,182
256,183
256,184
153,185
88,186
91,187
152,188
256,189
256,190
256,191
