voids,index
255,0
255,1
255,2
255,3
255,4
255,5
255,6
255,7
255,8
255,9
255,10
255,11
255,12
255,13
255,14
255,15
255,16
255,17
255,18
255,19
255,20
255,21
255,22
255,23
255,24
255,25
255,26
255,27
255,28
255,29
255,30
255,31
256,32
256,33
256,34
134,35
40,36
42,37
136,38
256,39
256,40
256,41
256,42
255,43
49,44
31,45
55,46
49,47
38,48
45,49
255,50
256,51
256,52
193,53
44,54
46,55
48,56
48,57
41,58
49,59
194,60
256,61
249,62
41,63
50,64
33,65
44,66
48,67
46,68
50,69
39,70
249,71
249,72
35,73
47,74
38,75
53,76
47,77
41,78
57,79
41,80
249,81
50,82
44,83
55,84
58,85
59,86
55,87
50,88
59,89
44,90
46,91
45,92
45,93
62,94
52,95
61,96
64,97
46,98
61,99
40,100
51,101
50,102
46,103
65,104
55,105
75,106
75,107
53,108
68,109
43,110
53,111
51,112
43,113
66,114
62,115
74,116
72,117
63,118
61,119
44,120
44,121
43,122
41,123
50,124
54,125
69,126
68,127
51,128
60,129
36,130
50,131
43,132
50,133
55,134
40,135
66,136
62,137
43,138
62,139
39,140
52,141
249,142
41,143
53,144
41,145
46,146
48,147
41,148
52,149
39,150
249,151
249,152
43,153
50,154
43,155
44,156
51,157
42,158
49,159
40,160
249,161
256,162
194,163
55,164
34,165
49,166
47,167
33,168
45,169
194,170
256,171
256,172
255,173
42,174
30,175
43,176
37,177
35,178
46,179
255,180
256,181
256,182
256,183
256,184
135,185
41,186
37,187
135,188
256,189
256,190
256,191
